eph_aglome,RADIO,PERSONAS,decil_NSE
Partidos del GBA,064343513,999,6
Partidos del GBA,064343601,1067,1
Partidos del GBA,064343602,1136,7
Partidos del GBA,064343603,975,7
Partidos del GBA,064343604,920,7
Partidos del GBA,064343605,856,7
Partidos del GBA,064343606,1047,6
Partidos del GBA,064343607,708,8
Partidos del GBA,064343608,755,6
Partidos del GBA,064343701,643,8
Partidos del GBA,064343702,767,8
Partidos del GBA,064343703,664,7
Partidos del GBA,064343704,882,8
Partidos del GBA,064343705,929,9
Partidos del GBA,064343706,921,9
Partidos del GBA,064343707,847,8
Partidos del GBA,064343708,661,9
Partidos del GBA,064343801,466,9
Partidos del GBA,064343802,879,8
Partidos del GBA,064343803,815,9
Partidos del GBA,064343804,862,9
Partidos del GBA,064343805,592,10
Partidos del GBA,064343806,892,8
Partidos del GBA,064343807,489,9
Partidos del GBA,064343808,915,9
Partidos del GBA,064343809,719,9
Partidos del GBA,064343901,704,9
Partidos del GBA,064343902,627,8
Partidos del GBA,064343903,782,8
Partidos del GBA,064343904,615,8
Partidos del GBA,064343905,852,9
Partidos del GBA,064343906,772,8
Partidos del GBA,064343907,814,8
Partidos del GBA,064343908,460,8
Partidos del GBA,064343909,948,1
Partidos del GBA,064344001,1078,7
Partidos del GBA,064344002,1027,7
Partidos del GBA,064344003,601,5
Partidos del GBA,064344004,425,7
Partidos del GBA,064344005,573,8
Partidos del GBA,064344006,654,9
Partidos del GBA,064344007,706,9
Partidos del GBA,064344008,963,8
Partidos del GBA,064344101,778,9
Partidos del GBA,064344102,775,8
Partidos del GBA,064344103,1080,8
Partidos del GBA,064344104,1030,5
Partidos del GBA,064344105,922,8
Partidos del GBA,064344106,1095,5
Partidos del GBA,064344107,562,7
Partidos del GBA,064344108,1062,7
Partidos del GBA,064344201,1146,3
Partidos del GBA,064344202,1084,6
Partidos del GBA,064344203,597,7
Partidos del GBA,064344204,898,4
Partidos del GBA,064344205,814,5
Partidos del GBA,064344206,919,5
Partidos del GBA,064344207,790,6
Partidos del GBA,064344208,968,6
Partidos del GBA,064344301,1064,8
Partidos del GBA,064344302,814,6
Partidos del GBA,064344303,1074,8
Partidos del GBA,064344304,833,6
Partidos del GBA,064344305,754,7
Partidos del GBA,064344306,853,8
Partidos del GBA,064344307,812,8
Partidos del GBA,064344308,677,8
Partidos del GBA,064344401,549,4
Partidos del GBA,064344402,884,2
Partidos del GBA,064344403,856,5
Partidos del GBA,064344404,614,6
Partidos del GBA,064344405,1246,3
Partidos del GBA,064344406,1826,1
Partidos del GBA,064344407,1411,5
Partidos del GBA,064344408,690,6
Partidos del GBA,064344409,605,2
Partidos del GBA,064344410,830,6
Partidos del GBA,064344411,759,6
Partidos del GBA,064344412,1142,8
Partidos del GBA,064344501,1081,6
Partidos del GBA,064344502,1756,3
Partidos del GBA,064344503,1167,3
Partidos del GBA,064344504,1134,4
Partidos del GBA,064344505,1269,4
Partidos del GBA,064344506,822,1
Partidos del GBA,064344507,1214,4
Partidos del GBA,064344508,1261,4
Partidos del GBA,064344509,872,4
Partidos del GBA,064344510,876,5
Partidos del GBA,064344511,1088,6
Partidos del GBA,064344512,1609,6
Gran La Plata,064410101,852,6
Gran La Plata,064410102,806,6
Gran La Plata,064410103,712,4
Gran La Plata,064410104,712,6
Gran La Plata,064410105,559,6
Gran La Plata,064410106,492,6
Gran La Plata,064410107,606,6
Gran La Plata,064410108,506,7
Gran La Plata,064410109,797,7
Gran La Plata,064410110,933,8
Gran La Plata,064410111,561,7
Gran La Plata,064410112,702,8
Gran La Plata,064410113,785,6
Gran La Plata,064410201,436,9
Gran La Plata,064410202,423,10
Gran La Plata,064410203,601,10
Gran La Plata,064410204,439,10
Gran La Plata,064410205,459,10
Gran La Plata,064410206,890,9
Gran La Plata,064410207,707,10
Gran La Plata,064410208,99,7
Gran La Plata,064410209,839,10
Gran La Plata,064410210,875,8
Gran La Plata,064410211,587,6
Gran La Plata,064410301,576,6
Gran La Plata,064410302,1088,7
Gran La Plata,064410303,432,7
Gran La Plata,064410304,569,7
Gran La Plata,064410305,607,7
Gran La Plata,064410306,659,8
Gran La Plata,064410307,838,9
Gran La Plata,064410308,581,8
Gran La Plata,064410401,909,9
Gran La Plata,064410402,1202,7
Gran La Plata,064410403,953,7
Gran La Plata,064410404,456,9
Gran La Plata,064410405,489,7
Gran La Plata,064410406,536,10
Gran La Plata,064410407,659,10
Gran La Plata,064410408,594,10
Gran La Plata,064410409,607,10
Gran La Plata,064410410,518,10
Gran La Plata,064410411,713,10
Gran La Plata,064410412,666,9
Gran La Plata,064410413,495,9
Gran La Plata,064410414,494,9
Gran La Plata,064410501,672,9
Gran La Plata,064410502,642,10
Gran La Plata,064410503,530,10
Gran La Plata,064410504,520,10
Gran La Plata,064410505,346,9
Gran La Plata,064410506,606,8
Gran La Plata,064410507,316,9
Gran La Plata,064410508,445,9
Gran La Plata,064410509,364,10
Gran La Plata,064410601,521,10
Gran La Plata,064410602,314,10
Gran La Plata,064410603,396,9
Gran La Plata,064410604,354,10
Gran La Plata,064410605,627,9
Gran La Plata,064410606,377,9
Gran La Plata,064410607,446,10
Gran La Plata,064410608,355,10
Gran La Plata,064410609,601,10
Gran La Plata,064410701,285,8
Gran La Plata,064410702,420,10
Gran La Plata,064410703,579,10
Gran La Plata,064410704,483,9
Gran La Plata,064410705,575,10
Gran La Plata,064410706,368,10
Gran La Plata,064410707,464,10
Gran La Plata,064410708,320,10
Gran La Plata,064410709,491,10
Gran La Plata,064410801,628,10
Gran La Plata,064410802,449,9
Gran La Plata,064410803,210,10
Gran La Plata,064410804,286,8
Gran La Plata,064410805,284,9
Gran La Plata,064410806,93,5
Gran La Plata,064410807,333,8
Gran La Plata,064410808,430,10
Gran La Plata,064410809,431,10
Gran La Plata,064410901,325,10
Gran La Plata,064410902,599,10
Gran La Plata,064410903,450,9
Gran La Plata,064410904,624,10
Gran La Plata,064410905,471,10
Gran La Plata,064410906,653,10
Gran La Plata,064410907,577,10
Gran La Plata,064410908,488,10
Gran La Plata,064410909,437,10
Gran La Plata,064410910,143,10
Gran La Plata,064410911,405,10
Gran La Plata,064410912,508,10
Gran La Plata,064410913,578,9
Gran La Plata,064410914,400,10
Gran La Plata,064411001,1163,6
Gran La Plata,064411002,568,9
Gran La Plata,064411003,637,8
Gran La Plata,064411004,478,9
Gran La Plata,064411005,435,8
Gran La Plata,064411006,908,8
Gran La Plata,064411007,480,9
Gran La Plata,064411008,598,9
Gran La Plata,064411009,881,10
Gran La Plata,064411010,480,10
Gran La Plata,064411011,495,9
Gran La Plata,064411012,510,10
Gran La Plata,064411013,568,9
Gran La Plata,064411014,398,10
Gran La Plata,064411015,380,9
Gran La Plata,064411101,557,9
Gran La Plata,064411102,610,8
Gran La Plata,064411103,477,8
Gran La Plata,064411104,425,9
Gran La Plata,064411105,539,9
Gran La Plata,064411106,432,9
Gran La Plata,064411107,488,8
Gran La Plata,064411108,414,10
Gran La Plata,064411109,426,9
Gran La Plata,064411110,376,10
Gran La Plata,064411111,659,9
Gran La Plata,064411112,894,8
Gran La Plata,064411113,722,9
Gran La Plata,064411114,655,9
Gran La Plata,064411115,426,8
Gran La Plata,064411116,420,10
Gran La Plata,064411201,387,10
Gran La Plata,064411202,422,10
Gran La Plata,064411203,301,10
Gran La Plata,064411204,421,10
Gran La Plata,064411205,660,9
Gran La Plata,064411206,384,9
Gran La Plata,064411207,458,9
Gran La Plata,064411208,225,9
Gran La Plata,064411209,300,10
Gran La Plata,064411210,211,9
Gran La Plata,064411211,493,10
Gran La Plata,064411212,334,10
Gran La Plata,064411213,368,10
Gran La Plata,064411214,335,10
Gran La Plata,064411215,304,9
Gran La Plata,064411216,293,10
Gran La Plata,064411301,361,10
Gran La Plata,064411302,511,9
Gran La Plata,064411303,176,10
Gran La Plata,064411304,550,9
Gran La Plata,064411305,265,10
Gran La Plata,064411306,334,9
Gran La Plata,064411307,454,10
Gran La Plata,064411308,403,10
Gran La Plata,064411309,517,10
Gran La Plata,064411401,304,8
Gran La Plata,064411402,291,10
Gran La Plata,064411403,365,10
Gran La Plata,064411404,504,9
Gran La Plata,064411405,555,10
Gran La Plata,064411406,324,8
Gran La Plata,064411407,412,9
Gran La Plata,064411408,471,10
Gran La Plata,064411409,403,8
Gran La Plata,064411501,524,10
Gran La Plata,064411502,546,10
Gran La Plata,064411503,458,10
Gran La Plata,064411504,565,9
Gran La Plata,064411505,550,10
Gran La Plata,064411506,414,9
Gran La Plata,064411507,479,9
Gran La Plata,064411508,351,10
Gran La Plata,064411509,615,10
Gran La Plata,064411510,614,10
Gran La Plata,064411511,476,9
Gran La Plata,064411512,391,8
Gran La Plata,064411601,733,9
Gran La Plata,064411602,500,8
Gran La Plata,064411603,474,8
Gran La Plata,064411604,479,8
Gran La Plata,064411605,470,8
Gran La Plata,064411606,882,7
Gran La Plata,064411607,944,8
Gran La Plata,064411608,524,7
Gran La Plata,064411609,646,7
Gran La Plata,064411610,992,8
Gran La Plata,064411611,888,9
Gran La Plata,064411612,629,9
Gran La Plata,064411613,389,9
Gran La Plata,064411614,736,9
Gran La Plata,064411615,190,8
Gran La Plata,064411701,453,8
Gran La Plata,064411702,537,8
Gran La Plata,064411703,688,8
Gran La Plata,064411704,538,7
Gran La Plata,064411705,815,8
Gran La Plata,064411706,956,7
Gran La Plata,064411707,493,8
Gran La Plata,064411708,544,8
Gran La Plata,064411709,458,8
Gran La Plata,064411710,485,8
Gran La Plata,064411711,528,7
Gran La Plata,064411712,779,7
Gran La Plata,064411713,597,6
Gran La Plata,064411801,294,10
Gran La Plata,064411802,392,10
Gran La Plata,064411803,326,10
Gran La Plata,064411804,394,9
Gran La Plata,064411805,575,9
Gran La Plata,064411806,428,9
Gran La Plata,064411807,518,9
Gran La Plata,064411808,649,9
Gran La Plata,064411809,594,10
Gran La Plata,064411810,576,8
Gran La Plata,064411811,844,8
Gran La Plata,064411812,461,9
Gran La Plata,064411813,434,9
Gran La Plata,064411901,653,10
Gran La Plata,064411902,714,9
Gran La Plata,064411903,534,9
Gran La Plata,064411904,486,9
Gran La Plata,064411905,314,8
Gran La Plata,064411906,594,9
Gran La Plata,064411907,484,9
Gran La Plata,064411908,387,7
Gran La Plata,064411909,422,9
Gran La Plata,064411910,407,9
Gran La Plata,064411911,537,7
Gran La Plata,064412001,730,8
Gran La Plata,064412002,509,8
Gran La Plata,064412003,566,9
Gran La Plata,064412004,370,10
Gran La Plata,064412005,440,10
Gran La Plata,064412006,528,9
Gran La Plata,064412007,401,9
Gran La Plata,064412008,474,10
Gran La Plata,064412009,539,10
Gran La Plata,064412010,377,9
Gran La Plata,064412011,261,10
Gran La Plata,064412012,301,10
Gran La Plata,064412013,271,10
Gran La Plata,064412014,91,10
Gran La Plata,064412015,323,9
Gran La Plata,064412016,283,9
Gran La Plata,064412017,353,9
Gran La Plata,064412101,470,8
Gran La Plata,064412102,499,8
Gran La Plata,064412103,915,7
Gran La Plata,064412104,882,7
Gran La Plata,064412105,827,7
Gran La Plata,064412106,467,8
Gran La Plata,064412107,469,9
Gran La Plata,064412108,435,9
Gran La Plata,064412109,470,8
Gran La Plata,064412110,532,7
Gran La Plata,064412111,449,7
Gran La Plata,064412112,494,9
Gran La Plata,064412113,830,9
Gran La Plata,064412114,503,9
Gran La Plata,064412115,853,8
Gran La Plata,064412201,611,8
Gran La Plata,064412202,789,6
Gran La Plata,064412203,867,8
Gran La Plata,064412204,898,7
Gran La Plata,064412205,801,7
Gran La Plata,064412206,580,6
Gran La Plata,064412207,597,6
Gran La Plata,064412208,720,7
Gran La Plata,064412209,688,6
Gran La Plata,064412301,597,8
Gran La Plata,064412302,449,7
Gran La Plata,064412303,565,8
Gran La Plata,064412304,467,8
Gran La Plata,064412305,593,7
Gran La Plata,064412306,541,8
Gran La Plata,064412307,710,7
Gran La Plata,064412308,576,7
Gran La Plata,064412309,394,6
Gran La Plata,064412401,459,6
Gran La Plata,064412402,553,6
Gran La Plata,064412403,522,7
Gran La Plata,064412404,563,8
Gran La Plata,064412405,1071,6
Gran La Plata,064412406,721,7
Gran La Plata,064412407,459,8
Gran La Plata,064412408,454,7
Gran La Plata,064412409,639,8
Gran La Plata,064412410,426,8
Gran La Plata,064412411,1061,8
Gran La Plata,064412501,458,9
Gran La Plata,064412502,610,9
Gran La Plata,064412503,481,7
Gran La Plata,064412504,393,7
Gran La Plata,064412505,780,8
Gran La Plata,064412506,556,8
Gran La Plata,064412507,502,8
Gran La Plata,064412508,582,8
Gran La Plata,064412509,469,8
Gran La Plata,064412510,673,8
Gran La Plata,064412601,544,7
Gran La Plata,064412602,537,9
Gran La Plata,064412603,530,7
Gran La Plata,064412604,415,9
Gran La Plata,064412605,470,7
Gran La Plata,064412606,816,7
Gran La Plata,064412607,695,7
Gran La Plata,064412608,395,7
Gran La Plata,064412609,515,7
Gran La Plata,064412610,1032,7
Gran La Plata,064412611,555,8
Gran La Plata,064412612,577,7
Gran La Plata,064412613,528,7
Gran La Plata,064412614,653,8
Gran La Plata,064412701,845,7
Gran La Plata,064412702,989,7
Gran La Plata,064412703,907,7
Gran La Plata,064412704,867,7
Gran La Plata,064412705,1035,6
Gran La Plata,064412706,561,6
Gran La Plata,064412707,595,7
Gran La Plata,064412708,959,6
Gran La Plata,064412709,959,6
Gran La Plata,064412801,586,6
Gran La Plata,064412802,806,7
Gran La Plata,064412803,559,6
Gran La Plata,064412804,400,7
Gran La Plata,064412805,553,6
Gran La Plata,064412806,518,6
Gran La Plata,064412807,449,6
Gran La Plata,064412808,562,6
Gran La Plata,064412809,635,6
Gran La Plata,064412810,634,7
Gran La Plata,064412811,833,7
Gran La Plata,064412812,1009,6
Gran La Plata,064412813,936,5
Gran La Plata,064412901,513,7
Gran La Plata,064412902,542,6
Gran La Plata,064412903,623,6
Gran La Plata,064412904,530,7
Gran La Plata,064412905,642,8
Gran La Plata,064412906,512,7
Gran La Plata,064412907,588,6
Gran La Plata,064412908,544,6
Gran La Plata,064412909,739,8
Gran La Plata,064412910,528,7
Gran La Plata,064412911,480,6
Gran La Plata,064412912,490,6
Gran La Plata,064412913,871,7
Gran La Plata,064412914,1047,7
Gran La Plata,064413001,1039,3
Gran La Plata,064413002,1166,4
Gran La Plata,064413003,865,6
Gran La Plata,064413004,1078,6
Gran La Plata,064413005,760,6
Gran La Plata,064413006,1041,6
Gran La Plata,064413007,509,6
Gran La Plata,064413008,676,6
Gran La Plata,064413009,921,3
Gran La Plata,064413101,1199,5
Gran La Plata,064413102,701,4
Gran La Plata,064413103,616,6
Gran La Plata,064413104,489,5
Gran La Plata,064413105,527,5
Gran La Plata,064413106,804,5
Gran La Plata,064413107,675,5
Gran La Plata,064413108,544,6
Gran La Plata,064413109,687,5
Gran La Plata,064413110,608,5
Gran La Plata,064413111,1170,5
Gran La Plata,064413112,831,6
Gran La Plata,064413113,606,5
Gran La Plata,064413114,760,4
Gran La Plata,064413115,682,5
Gran La Plata,064413116,677,5
Gran La Plata,064413201,566,5
Gran La Plata,064413202,550,6
Gran La Plata,064413203,1166,4
Gran La Plata,064413204,1280,5
Gran La Plata,064413205,1161,5
Gran La Plata,064413206,891,5
Gran La Plata,064413207,991,4
Gran La Plata,064413208,989,4
Gran La Plata,064413209,721,3
Gran La Plata,064413210,892,3
Gran La Plata,064413211,1216,3
Gran La Plata,064413301,879,6
Gran La Plata,064413302,467,5
Gran La Plata,064413303,785,5
Gran La Plata,064413304,638,5
Gran La Plata,064413305,825,3
Gran La Plata,064413306,1298,3
Gran La Plata,064413307,701,5
Gran La Plata,064413308,618,5
Gran La Plata,064413309,1149,6
Gran La Plata,064413310,896,5
Gran La Plata,064413311,1250,5
Gran La Plata,064413401,621,4
Gran La Plata,064413402,775,4
Gran La Plata,064413403,1284,4
Gran La Plata,064413404,794,5
Gran La Plata,064413405,987,5
Gran La Plata,064413406,777,5
Gran La Plata,064413407,750,5
Gran La Plata,064413408,971,6
Gran La Plata,064413409,678,7
Gran La Plata,064413410,748,4
Gran La Plata,064413411,772,3
Gran La Plata,064413412,535,4
Gran La Plata,064413413,1085,2
Gran La Plata,064413414,1060,1
Gran La Plata,064413415,1820,1
Gran La Plata,064413501,1198,3
Gran La Plata,064413502,1189,5
Gran La Plata,064413503,540,5
Gran La Plata,064413504,556,6
Gran La Plata,064413505,1172,4
Gran La Plata,064413506,725,3
Gran La Plata,064413507,907,2
Gran La Plata,064413508,1234,5
Gran La Plata,064413509,1130,5
Gran La Plata,064413510,1211,4
Gran La Plata,064413511,1315,6
Gran La Plata,064413512,998,4
Gran La Plata,064413513,1021,4
Gran La Plata,064413514,941,5
Gran La Plata,064413515,1583,2
Gran La Plata,064413516,2646,1
Gran La Plata,064413601,815,5
Gran La Plata,064413602,2148,4
Gran La Plata,064413603,680,4
Gran La Plata,064413604,676,4
Gran La Plata,064413605,1076,4
Gran La Plata,064413606,1408,1
Gran La Plata,064413607,900,3
Gran La Plata,064413608,753,5
Gran La Plata,064413609,1008,3
Gran La Plata,064413610,1163,4
Gran La Plata,064413611,1030,3
Gran La Plata,064413612,1181,2
Gran La Plata,064413701,1206,1
Gran La Plata,064413702,1388,2
Gran La Plata,064413703,848,1
Gran La Plata,064413704,837,1
Gran La Plata,064413705,1360,1
Gran La Plata,064413706,1235,2
Gran La Plata,064413707,750,3
Gran La Plata,064413708,978,2
Gran La Plata,064413709,1099,4
Gran La Plata,064413710,1436,3
Gran La Plata,064413711,1466,2
Gran La Plata,064413712,1326,2
Gran La Plata,064413713,925,1
Gran La Plata,064413714,1217,1
Gran La Plata,064413801,1637,5
Gran La Plata,064413802,920,2
Gran La Plata,064413803,905,2
Gran La Plata,064413804,801,1
Gran La Plata,064413805,940,3
Gran La Plata,064413806,1238,4
Gran La Plata,064413807,1130,4
Gran La Plata,064413808,760,1
Gran La Plata,064413809,1167,1
Gran La Plata,064413810,946,2
Gran La Plata,064413901,825,5
Gran La Plata,064413902,623,5
Gran La Plata,064413903,706,6
Gran La Plata,064413904,823,3
Gran La Plata,064413905,811,5
Gran La Plata,064413906,960,4
Gran La Plata,064413907,898,3
Gran La Plata,064413908,948,4
Gran La Plata,064413909,892,4
Gran La Plata,064413910,1523,2
Gran La Plata,064414001,904,4
Gran La Plata,064414002,873,3
Gran La Plata,064414003,660,7
Gran La Plata,064414004,649,5
Gran La Plata,064414005,553,4
Gran La Plata,064414006,1058,4
Gran La Plata,064414007,987,4
Gran La Plata,064414008,940,2
Gran La Plata,064414009,991,1
Gran La Plata,064414010,1342,2
Gran La Plata,064414011,1335,2
Gran La Plata,064414012,1275,1
Gran La Plata,064414013,1617,2
Gran La Plata,064414101,2266,1
Gran La Plata,064414102,1314,1
Gran La Plata,064414103,1341,1
Gran La Plata,064414104,1406,3
Gran La Plata,064414105,1370,4
Gran La Plata,064414106,956,2
Gran La Plata,064414107,1023,2
Gran La Plata,064414108,1569,2
Gran La Plata,064414109,1277,1
Gran La Plata,064414110,1141,1
Gran La Plata,064414111,418,1
Gran La Plata,064414112,724,2
Gran La Plata,064414201,2057,1
Gran La Plata,064414202,818,1
Gran La Plata,064414203,1359,2
Gran La Plata,064414204,1247,1
Gran La Plata,064414205,1407,1
Gran La Plata,064414206,1680,1
Gran La Plata,064414207,1472,1
Gran La Plata,064414208,817,3
Gran La Plata,064414209,1041,3
Gran La Plata,064414210,1771,1
Gran La Plata,064414211,1021,2
Gran La Plata,064414212,922,4
Gran La Plata,064414213,507,2
Gran La Plata,064414214,521,1
Gran La Plata,064414215,2009,1
Gran La Plata,064414216,2247,1
Gran La Plata,064414217,1428,2
Gran La Plata,064414218,1345,4
Gran La Plata,064414219,2340,2
Gran La Plata,064414301,837,4
Gran La Plata,064414302,876,5
Gran La Plata,064414303,729,5
Gran La Plata,064414304,999,5
Gran La Plata,064414305,727,3
Gran La Plata,064414306,1059,4
Gran La Plata,064414307,789,3
Gran La Plata,064414308,882,4
Gran La Plata,064414309,1166,4
Gran La Plata,064414310,1485,1
Gran La Plata,064414311,831,4
Gran La Plata,064414312,738,3
Gran La Plata,064414313,835,4
Gran La Plata,064414314,1164,2
Gran La Plata,064414315,1674,2
Gran La Plata,064414401,891,3
Gran La Plata,064414402,831,3
Gran La Plata,064414403,1416,1
Gran La Plata,064414404,879,3
Gran La Plata,064414405,1032,4
Gran La Plata,064414406,995,3
Gran La Plata,064414407,1378,2
Gran La Plata,064414408,912,1
Gran La Plata,064414409,1000,1
Gran La Plata,064414410,2571,1
Gran La Plata,064414501,764,4
Gran La Plata,064414502,869,4
Gran La Plata,064414503,957,3
Gran La Plata,064414504,1313,2
Gran La Plata,064414505,932,2
Gran La Plata,064414506,1081,2
Gran La Plata,064414507,1129,2
Gran La Plata,064414508,1097,1
Gran La Plata,064414509,1355,1
Gran La Plata,064414510,1341,1
Gran La Plata,064414511,1482,1
Gran La Plata,064414601,988,2
Gran La Plata,064414602,1198,2
Gran La Plata,064414603,962,3
Gran La Plata,064414604,877,5
Gran La Plata,064414605,836,3
Gran La Plata,064414606,677,6
Gran La Plata,064414607,884,6
Gran La Plata,064414608,1064,3
Gran La Plata,064414609,1167,2
Gran La Plata,064414701,1787,3
Gran La Plata,064414702,1270,3
Gran La Plata,064414703,1071,2
Gran La Plata,064414704,1430,5
Gran La Plata,064414705,1154,5
Gran La Plata,064414706,929,5
Gran La Plata,064414707,1535,4
Gran La Plata,064414708,1149,3
Gran La Plata,064414709,2126,2
Gran La Plata,064414710,1067,1
Gran La Plata,064414801,988,5
Gran La Plata,064414802,600,5
Gran La Plata,064414803,679,2
Gran La Plata,064414804,1258,6
Gran La Plata,064414805,593,6
Gran La Plata,064414806,906,3
Gran La Plata,064414807,949,3
Gran La Plata,064414808,618,3
Gran La Plata,064414809,680,5
Gran La Plata,064414901,907,7
Gran La Plata,064414902,732,8
Gran La Plata,064414903,807,8
Gran La Plata,064414904,559,8
Gran La Plata,064414905,468,8
Gran La Plata,064414906,646,7
Gran La Plata,064414907,732,7
Gran La Plata,064414908,521,8
Gran La Plata,064414909,622,8
Gran La Plata,064414910,479,6
Gran La Plata,064415001,553,4
Gran La Plata,064415002,558,5
Gran La Plata,064415003,1101,6
Gran La Plata,064415004,555,6
Gran La Plata,064415005,544,7
Gran La Plata,064415006,616,7
Gran La Plata,064415007,469,7
Gran La Plata,064415008,618,6
Gran La Plata,064415009,688,7
Gran La Plata,064415010,695,7
Gran La Plata,064415101,2383,1
Gran La Plata,064415102,985,2
Gran La Plata,064415103,606,5
Gran La Plata,064415104,910,4
Gran La Plata,064415105,1188,4
Gran La Plata,064415106,652,1
Gran La Plata,064415107,783,3
Gran La Plata,064415108,785,6
Gran La Plata,064415109,573,7
Gran La Plata,064415110,463,7
Gran La Plata,064415111,649,8
Gran La Plata,064415112,524,7
Gran La Plata,064415113,616,5
Gran La Plata,064415114,641,7
Gran La Plata,064415115,609,6
Gran La Plata,064415116,501,1
Gran La Plata,064415117,1221,5
Gran La Plata,064415118,1016,5
Gran La Plata,064415201,1211,1
Gran La Plata,064415202,731,4
Gran La Plata,064415203,573,6
Gran La Plata,064415204,1239,3
Gran La Plata,064415205,978,3
Gran La Plata,064415206,563,5
Gran La Plata,064415207,982,5
Gran La Plata,064415208,830,4
Gran La Plata,064415209,532,5
Gran La Plata,064415210,663,6
Gran La Plata,064415301,602,7
Gran La Plata,064415302,1114,6
Gran La Plata,064415303,549,6
Gran La Plata,064415304,895,6
Gran La Plata,064415305,1399,2
Gran La Plata,064415306,665,5
Gran La Plata,064415307,609,5
Gran La Plata,064415308,872,6
Gran La Plata,064415309,1139,5
Gran La Plata,064415310,1630,1
Gran La Plata,064415401,1016,7
Gran La Plata,064415402,965,5
Gran La Plata,064415403,902,6
Gran La Plata,064415404,690,8
Gran La Plata,064415405,1162,8
Gran La Plata,064415406,435,8
Gran La Plata,064415407,707,8
Gran La Plata,064415408,480,10
Gran La Plata,064415409,593,8
Gran La Plata,064415410,936,9
Gran La Plata,064415411,641,7
Gran La Plata,064415412,1010,7
Gran La Plata,064415413,407,7
Gran La Plata,064415414,843,4
Gran La Plata,064415415,700,1
Gran La Plata,064415416,772,2
Gran La Plata,064415417,1163,5
Gran La Plata,064415418,955,8
Gran La Plata,064415501,1806,3
Gran La Plata,064415502,1889,2
Gran La Plata,064415503,763,3
Gran La Plata,064415504,774,2
Gran La Plata,064415505,1104,5
Gran La Plata,064415506,1083,9
Gran La Plata,064415507,737,7
Gran La Plata,064415508,1079,7
Gran La Plata,064415509,839,6
Gran La Plata,064415510,448,3
Gran La Plata,064415511,755,2
Gran La Plata,064415601,878,10
Gran La Plata,064415602,1175,9
Gran La Plata,064415603,576,10
Gran La Plata,064415604,771,9
Gran La Plata,064415605,1210,9
Gran La Plata,064415606,1194,7
Gran La Plata,064415607,920,8
Gran La Plata,064415608,1338,8
Gran La Plata,064415701,106,3
Gran La Plata,064415702,814,4
Gran La Plata,064415704,740,8
Gran La Plata,064415705,1233,5
Gran La Plata,064415706,1360,5
Gran La Plata,064415707,1591,3
Gran La Plata,064415708,844,7
Gran La Plata,064415709,888,5
Gran La Plata,064415710,885,4
Gran La Plata,064415711,1145,7
Gran La Plata,064415712,1055,8
Gran La Plata,064415713,798,8
Gran La Plata,064415801,692,9
Gran La Plata,064415802,710,8
Gran La Plata,064415803,820,8
Gran La Plata,064415804,493,8
Gran La Plata,064415805,473,9
Gran La Plata,064415806,542,9
Gran La Plata,064415807,822,7
Gran La Plata,064415808,529,8
Gran La Plata,064415901,677,8
Gran La Plata,064415902,748,9
Gran La Plata,064415903,599,9
Gran La Plata,064415904,835,8
Gran La Plata,064415905,660,8
Gran La Plata,064415906,662,8
Gran La Plata,064415907,953,7
Gran La Plata,064415908,1084,5
Gran La Plata,064415909,860,8
Gran La Plata,064415910,1191,6
Gran La Plata,064416001,1156,6
Gran La Plata,064416002,666,7
Gran La Plata,064416003,827,6
Gran La Plata,064416004,1264,3
Gran La Plata,064416005,1540,2
Gran La Plata,064416006,745,7
Gran La Plata,064416007,1033,3
Gran La Plata,064416008,728,6
Gran La Plata,064416009,1193,6
Gran La Plata,064416010,929,9
Gran La Plata,064416101,618,5
Gran La Plata,064416102,684,4
Gran La Plata,064416103,729,4
Gran La Plata,064416104,692,4
Gran La Plata,064416105,866,6
Gran La Plata,064416106,1238,6
Gran La Plata,064416107,847,8
Gran La Plata,064416108,355,6
Gran La Plata,064416109,737,7
Gran La Plata,064416110,672,6
Gran La Plata,064416111,844,7
Gran La Plata,064416112,858,5
Gran La Plata,064416201,343,6
Gran La Plata,064416202,871,4
Gran La Plata,064416203,708,4
Gran La Plata,064416204,843,5
Gran La Plata,064416205,175,5
Gran La Plata,064416206,733,5
Gran La Plata,064416207,605,6
Gran La Plata,064416208,1041,5
Gran La Plata,064416209,626,6
Gran La Plata,064416210,650,4
Gran La Plata,064416211,1569,4
Gran La Plata,064416212,579,6
Gran La Plata,064416213,1350,2
Gran La Plata,064416301,662,7
Gran La Plata,064416302,668,6
Gran La Plata,064416303,867,6
Gran La Plata,064416304,1018,4
Gran La Plata,064416305,567,6
Gran La Plata,064416306,1002,6
Gran La Plata,064416307,718,6
Gran La Plata,064416308,565,4
Gran La Plata,064416309,502,6
Gran La Plata,064416310,753,4
Gran La Plata,064416311,451,3
Gran La Plata,064416401,1314,3
Gran La Plata,064416402,460,1
Gran La Plata,064416403,604,2
Gran La Plata,064416404,599,1
Gran La Plata,064416405,508,1
Gran La Plata,064416406,562,1
Gran La Plata,064416407,482,3
Gran La Plata,064416409,1412,2
Gran La Plata,064416410,127,5
Gran La Plata,064416411,604,3
Gran La Plata,064416412,372,4
Gran La Plata,064416413,329,10
Gran La Plata,064416414,552,9
Gran La Plata,064416415,1161,7
Gran La Plata,064416416,491,7
Gran La Plata,064416417,1362,1
