eph_aglome,RADIO,PERSONAS,decil_NSE
CABA,020150505,775,7
CABA,020150506,779,4
CABA,020150507,703,3
CABA,020150508,907,3
CABA,020150509,916,2
CABA,020150510,661,2
CABA,020150511,749,3
CABA,020150512,718,5
CABA,020150513,742,5
CABA,020150514,722,4
CABA,020150601,678,6
CABA,020150602,681,4
CABA,020150603,641,7
CABA,020150604,722,5
CABA,020150605,526,5
CABA,020150606,516,8
CABA,020150607,656,6
CABA,020150701,900,4
CABA,020150702,705,2
CABA,020150703,647,2
CABA,020150704,942,2
CABA,020150705,888,3
CABA,020150706,1031,1
CABA,020150707,1024,3
CABA,020150708,980,4
CABA,020150709,801,2
CABA,020150710,984,3
CABA,020150711,891,3
CABA,020150712,971,3
CABA,020150801,974,2
CABA,020150802,720,2
CABA,020150803,1008,3
CABA,020150804,942,2
CABA,020150805,749,3
CABA,020150806,720,4
CABA,020150807,996,6
CABA,020150808,931,4
CABA,020150809,1025,3
CABA,020150810,888,4
CABA,020150901,518,5
CABA,020150902,495,5
CABA,020150903,517,8
CABA,020150904,734,2
CABA,020150905,760,3
CABA,020150906,612,2
CABA,020150907,730,1
CABA,020150908,2324,1
CABA,020151001,719,8
CABA,020151002,1107,6
CABA,020151003,1097,8
CABA,020151004,799,6
CABA,020151005,725,5
CABA,020151006,485,8
CABA,020151007,846,7
CABA,020151008,720,3
CABA,020151009,766,3
CABA,020151010,582,6
CABA,020151011,656,7
CABA,020151012,782,6
CABA,020151013,1059,6
CABA,020151101,789,4
CABA,020151102,764,10
CABA,020151103,736,6
CABA,020151104,821,4
CABA,020151105,701,5
CABA,020151106,798,5
CABA,020151107,679,3
CABA,020151108,726,6
CABA,020151109,1092,6
CABA,020151110,670,2
CABA,020151111,1164,8
CABA,020151112,865,8
CABA,020151113,923,3
CABA,020151201,781,2
CABA,020151202,765,4
CABA,020151203,752,4
CABA,020151204,693,5
CABA,020151205,927,5
CABA,020151206,726,5
CABA,020151207,497,4
CABA,020151208,741,8
CABA,020151209,520,6
CABA,020151301,849,6
CABA,020151302,742,5
CABA,020151303,634,5
CABA,020151304,686,8
CABA,020151305,426,8
CABA,020151306,498,6
CABA,020151307,686,8
CABA,020151308,439,5
CABA,020151309,1052,8
CABA,020151310,652,8
CABA,020151401,848,5
CABA,020151402,899,7
CABA,020151403,722,5
CABA,020151404,714,6
CABA,020151405,952,7
CABA,020151406,522,7
CABA,020151407,883,10
CABA,020151408,841,5
CABA,020151409,862,4
CABA,020151410,684,3
CABA,020151411,1025,6
CABA,020151501,696,6
CABA,020151502,759,6
CABA,020151503,1044,5
CABA,020151504,988,2
CABA,020151505,849,2
CABA,020151506,881,3
CABA,020151507,858,4
CABA,020151508,666,4
CABA,020151509,1037,7
CABA,020151510,934,5
CABA,020151601,863,4
CABA,020151602,848,4
CABA,020151603,1065,6
CABA,020151604,745,5
CABA,020151605,642,6
CABA,020151606,794,5
CABA,020151607,848,5
CABA,020151608,839,6
CABA,020151609,735,7
CABA,020151610,805,7
CABA,020151611,763,7
CABA,020151701,732,7
CABA,020151702,584,7
CABA,020151703,854,7
CABA,020151704,1006,7
CABA,020151705,879,7
CABA,020151706,711,8
CABA,020151707,738,6
CABA,020151708,594,8
CABA,020151709,678,7
CABA,020151710,912,9
CABA,020151711,822,7
CABA,020151712,730,8
CABA,020151801,570,4
CABA,020151802,500,7
CABA,020151803,714,6
CABA,020151804,467,8
CABA,020151805,490,7
CABA,020151806,517,7
CABA,020151807,771,9
CABA,020151808,569,7
CABA,020151809,492,7
CABA,020151810,582,7
CABA,020151811,657,7
CABA,020151812,560,6
CABA,020151813,546,7
CABA,020151901,465,8
CABA,020151902,794,7
CABA,020151903,685,8
CABA,020151904,757,8
CABA,020151905,841,8
CABA,020151906,765,8
CABA,020151907,743,7
CABA,020151908,599,7
CABA,020151909,661,9
CABA,020151910,964,8
CABA,020151911,806,6
CABA,020152001,858,8
CABA,020152002,805,8
CABA,020152003,791,7
CABA,020152004,635,8
CABA,020152005,595,6
CABA,020152006,713,6
CABA,020152007,729,8
CABA,020152008,659,8
CABA,020152009,491,5
CABA,020152010,804,8
CABA,020152011,728,6
CABA,020152012,738,7
CABA,020152101,722,8
CABA,020152102,822,9
CABA,020152103,631,5
CABA,020152104,726,7
CABA,020152105,472,4
CABA,020152106,1045,7
CABA,020152107,411,8
CABA,020152108,574,8
CABA,020152109,863,7
CABA,020152110,613,8
CABA,020152111,697,9
CABA,020152112,510,5
CABA,020152113,895,5
Concordia,300150101,1496,5
Concordia,300150102,1441,3
Concordia,300150103,2365,2
Concordia,300150104,2012,1
Concordia,300150105,1398,2
Concordia,300150106,1749,2
Concordia,300150107,1454,1
Concordia,300150108,1153,5
Concordia,300150109,1072,3
Concordia,300150110,850,1
Concordia,300150111,1975,2
Concordia,300150112,1463,2
Concordia,300150113,1641,1
Concordia,300150201,1583,4
Concordia,300150202,993,3
Concordia,300150203,1103,2
Concordia,300150204,1449,1
Concordia,300150205,1902,2
Concordia,300150206,1152,5
Concordia,300150207,619,6
Concordia,300150208,1174,4
Concordia,300150209,1418,5
Concordia,300150210,1679,3
Concordia,300150211,1236,3
Concordia,300150212,1446,3
Concordia,300150213,1376,6
Concordia,300150214,710,6
Concordia,300150301,918,6
Concordia,300150302,1066,6
Concordia,300150303,1365,5
Concordia,300150304,1108,7
Concordia,300150305,1536,4
Concordia,300150306,172,8
Concordia,300150307,315,10
Concordia,300150308,1350,8
Concordia,300150309,1328,4
Concordia,300150310,813,6
Concordia,300150401,944,6
Concordia,300150402,529,8
Concordia,300150403,1014,9
Concordia,300150404,976,8
Concordia,300150405,1174,5
Concordia,300150406,1234,7
Concordia,300150407,1111,7
Concordia,300150408,1164,7
Concordia,300150409,889,7
Concordia,300150410,1163,6
Concordia,300150411,1770,7
Concordia,300150412,1613,3
Concordia,300150413,1395,9
Concordia,300150414,658,10
Concordia,300150415,365,9
Concordia,300150416,1186,7
Concordia,300150501,480,8
Concordia,300150502,1075,8
Concordia,300150503,636,7
Concordia,300150504,617,6
Concordia,300150505,735,2
Concordia,300150506,870,6
Concordia,300150507,965,3
Concordia,300150508,923,3
Concordia,300150509,968,3
Concordia,300150510,600,7
Concordia,300150511,576,7
Concordia,300150512,430,8
Concordia,300150513,443,8
Concordia,300150514,370,10
Concordia,300150515,548,9
Concordia,300150516,471,10
Concordia,300150517,517,10
Concordia,300150518,415,7
Concordia,300150519,488,8
Concordia,300150520,721,6
Concordia,300150521,355,6
Concordia,300150522,1416,3
Concordia,300150601,1484,4
Concordia,300150602,800,3
Concordia,300150603,1926,2
Concordia,300150604,1479,2
Concordia,300150605,444,4
Concordia,300150606,876,4
Concordia,300150607,987,8
Concordia,300150608,649,9
Concordia,300150609,673,8
Concordia,300150610,590,9
Concordia,300150611,428,10
Concordia,300150612,542,8
Concordia,300150613,1135,6
Concordia,300150614,1381,5
Concordia,300150615,688,6
Concordia,300150616,957,4
Concordia,300150617,825,9
Concordia,300150618,340,7
Concordia,300150619,569,9
Concordia,300150620,289,10
Concordia,300150621,275,10
Concordia,300150701,966,4
Concordia,300150702,501,7
Concordia,300150703,493,9
Concordia,300150704,379,9
Concordia,300150705,349,10
Concordia,300150706,257,10
Concordia,300150707,416,10
Concordia,300150708,469,9
Concordia,300150709,624,5
Concordia,300150710,1013,4
Concordia,300150711,775,5
Concordia,300150712,1102,1
Concordia,300150713,760,6
Concordia,300150714,518,8
Concordia,300150715,659,4
Concordia,300150716,1154,1
Concordia,300150717,91,1
Concordia,300150718,1669,4
Concordia,300150719,1577,2
Concordia,300150720,561,1
Concordia,300150801,385,10
Concordia,300150802,369,9
Concordia,300150803,345,9
Concordia,300150804,367,10
Concordia,300150805,522,10
Concordia,300150806,654,7
Concordia,300150807,1034,7
Concordia,300150808,584,9
Concordia,300150809,505,10
Concordia,300150810,634,9
Concordia,300150811,659,8
Concordia,300150812,565,9
Concordia,300150813,43,5
Concordia,300150814,1182,3
Concordia,300150815,312,4
Concordia,300150904,950,1
Concordia,300150905,1210,5
Concordia,300150907,1229,1
Concordia,300150908,1239,1
Concordia,300150909,446,8
Concordia,300150910,413,5
Concordia,300151003,696,5
Concordia,300151004,1685,5
Concordia,300151005,1459,2
Concordia,300151006,1324,4
Concordia,300151007,1106,6
Concordia,300151008,1358,1
Concordia,300151009,1727,4
Concordia,300151010,997,5
Concordia,300151011,1629,2
Concordia,300151012,2070,1
Concordia,300151013,1225,1
Concordia,300151103,694,7
Concordia,300151104,651,4
Concordia,300151105,1309,2
Concordia,300151106,657,3
Concordia,300151107,850,1
Concordia,300151108,1001,2
Concordia,300151109,171,3
Concordia,300151110,731,2
Gran Córdoba,140210106,551,5
Gran Córdoba,140210107,532,5
Gran Córdoba,140210108,453,4
Gran Córdoba,140210109,544,3
Gran Córdoba,140210110,376,5
Gran Córdoba,140210207,445,5
Gran Córdoba,140210208,289,6
Gran Córdoba,140210209,558,4
Gran Córdoba,140210210,392,4
Gran Córdoba,140210211,234,7
Gran Córdoba,140210212,361,2
Gran Córdoba,140210213,531,1
Gran Córdoba,140210608,951,3
Gran Córdoba,140210609,927,6
Gran Córdoba,140210610,596,4
Gran Córdoba,140210611,1621,3
Gran Córdoba,140210612,1319,5
Gran Córdoba,140210613,914,5
Gran Córdoba,140210614,1513,4
Gran Córdoba,140210615,1608,4
Gran Córdoba,140210616,1156,6
Gran Córdoba,140210709,1029,1
Gran Córdoba,140210710,807,1
Gran Córdoba,140210711,969,3
Gran Córdoba,140210712,804,3
Gran Córdoba,140210713,197,2
Gran Córdoba,140210714,752,1
Gran Córdoba,140210715,1152,1
Gran Córdoba,140211201,614,1
Gran Córdoba,140211202,591,2
Gran Córdoba,140211203,924,4
Gran Córdoba,140211204,693,5
Gran Córdoba,140211205,830,3
Gran Córdoba,140211206,725,5
Gran Córdoba,140211207,657,3
Gran Córdoba,140211208,415,4
Gran Córdoba,140211209,402,6
Gran Córdoba,140211210,746,5
Gran Córdoba,140211211,807,5
Gran Córdoba,140211212,726,2
Gran Córdoba,140211213,655,2
Gran Córdoba,140211214,827,4
Gran Córdoba,140211301,811,3
Gran Córdoba,140211302,509,3
Gran Córdoba,140211303,752,6
Gran Córdoba,140211304,631,5
Gran Córdoba,140211305,961,5
Gran Córdoba,140211306,659,3
Gran Córdoba,140211307,597,3
Gran Córdoba,140211308,1158,4
Gran Córdoba,140211309,644,3
Gran Córdoba,140211310,714,4
Gran Córdoba,140211311,580,6
Gran Córdoba,140211312,614,4
Gran Córdoba,140211313,718,6
Gran Córdoba,140211314,824,7
Gran Córdoba,140211401,684,5
Gran Córdoba,140211402,471,8
Gran Córdoba,140211403,523,5
Gran Córdoba,140211404,888,6
Gran Córdoba,140211405,923,5
Gran Córdoba,140211406,919,3
Gran Córdoba,140211407,1158,5
Gran Córdoba,140211408,685,6
Gran Córdoba,140211409,654,5
Gran Córdoba,140211410,783,5
Gran Córdoba,140211411,1016,3
Gran Córdoba,140211412,812,2
Gran Córdoba,140211501,638,6
Gran Córdoba,140211502,792,5
Gran Córdoba,140211503,746,5
Gran Córdoba,140211504,765,5
Gran Córdoba,140211505,642,5
Gran Córdoba,140211506,849,7
Gran Córdoba,140211507,780,4
Gran Córdoba,140211508,370,5
Gran Córdoba,140211509,573,5
Gran Córdoba,140211510,671,5
Gran Córdoba,140211511,601,5
Gran Córdoba,140211601,1001,2
Gran Córdoba,140211602,1217,4
Gran Córdoba,140211603,746,5
Gran Córdoba,140211604,1004,2
Gran Córdoba,140211605,986,2
Gran Córdoba,140211606,1246,1
Gran Córdoba,140211607,838,5
Gran Córdoba,140211608,747,6
Gran Córdoba,140211609,743,4
Gran Córdoba,140211610,788,3
Gran Córdoba,140211611,1343,3
Gran Córdoba,140211701,804,8
Gran Córdoba,140211702,755,8
Gran Córdoba,140211703,727,8
Gran Córdoba,140211704,802,7
Gran Córdoba,140211705,647,8
Gran Córdoba,140211706,1087,5
Gran Córdoba,140211707,1144,10
Gran Córdoba,140211708,1551,9
Gran Córdoba,140211709,1649,7
Gran Córdoba,140211710,1105,9
Gran Córdoba,140211801,727,7
Gran Córdoba,140211802,886,4
Gran Córdoba,140211803,678,5
Gran Córdoba,140211804,804,7
Gran Córdoba,140211805,980,6
Gran Córdoba,140211806,877,2
Gran Córdoba,140211807,988,2
Gran Córdoba,140211808,1139,2
Gran Córdoba,140211809,1098,1
Gran Córdoba,140211810,1059,3
Gran Córdoba,140211811,832,6
Gran Córdoba,140211812,1274,6
Gran Córdoba,140211813,1470,5
Gran Córdoba,140211814,666,5
Gran Córdoba,140211815,1069,7
Gran Córdoba,140211816,1107,5
Gran Córdoba,140211901,848,8
Gran Córdoba,140211902,896,4
Gran Córdoba,140211903,610,9
Gran Córdoba,140211904,604,10
Gran Córdoba,140211905,803,10
Gran Córdoba,140211906,614,8
Gran Córdoba,140211907,557,7
Gran Córdoba,140211908,570,8
Gran Córdoba,140211909,989,10
Gran Córdoba,140211910,1090,8
Gran Córdoba,140211911,952,5
Gran Córdoba,140211912,751,6
Gran Córdoba,140211913,800,5
Gran Córdoba,140212001,730,1
Gran Córdoba,140212002,703,2
Gran Córdoba,140212003,1203,3
Gran Córdoba,140212004,987,1
Gran Córdoba,140212005,1214,2
Gran Córdoba,140212006,918,1
Gran Córdoba,140212007,1266,2
Gran Córdoba,140212008,859,1
Gran Córdoba,140212009,799,3
Gran Córdoba,140212010,874,2
Gran Córdoba,140212011,597,4
Gran Córdoba,140212012,712,5
Gran Córdoba,140212013,807,6
Gran Córdoba,140212014,1345,3
Gran Córdoba,140212015,930,7
Gran Córdoba,140212016,660,7
Gran Córdoba,140212017,685,4
Gran Córdoba,140212018,1117,2
Gran Córdoba,140212101,949,10
Gran Córdoba,140212102,702,2
Gran Córdoba,140212103,729,3
Gran Córdoba,140212104,183,7
Gran Córdoba,140212105,962,3
Gran Córdoba,140212106,1040,4
Gran Córdoba,140212107,721,6
Gran Córdoba,140212108,701,5
Gran Córdoba,140212109,709,4
Gran Córdoba,140212110,1291,2
Gran Córdoba,140212111,320,4
Gran Córdoba,140212112,606,2
Gran Córdoba,140212113,1082,1
Gran Córdoba,140212114,767,3
Gran Córdoba,140212115,661,4
Gran Córdoba,140212116,1053,5
Gran Córdoba,140212117,541,5
Gran Córdoba,140212118,1436,2
Gran Córdoba,140212119,537,9
Gran Córdoba,140212120,576,10
Corrientes,180210101,1216,9
Corrientes,180210102,843,9
Corrientes,180210103,1159,10
Corrientes,180210104,815,10
Corrientes,180210105,710,10
Corrientes,180210106,850,10
Corrientes,180210107,684,10
Corrientes,180210108,565,10
Corrientes,180210109,679,10
Corrientes,180210110,571,10
Corrientes,180210111,584,9
Corrientes,180210112,491,9
Corrientes,180210113,1273,9
Corrientes,180210114,1054,9
Corrientes,180210115,1577,9
Corrientes,180210116,596,9
Corrientes,180210117,1166,10
Corrientes,180210118,997,10
Corrientes,180210201,1042,9
Corrientes,180210202,694,9
Corrientes,180210203,860,9
Corrientes,180210204,560,10
Corrientes,180210205,668,10
Corrientes,180210206,716,10
Corrientes,180210207,896,10
Corrientes,180210208,810,9
Corrientes,180210209,674,10
Corrientes,180210210,894,10
Corrientes,180210211,687,10
Corrientes,180210212,632,10
Corrientes,180210213,581,9
Corrientes,180210214,995,10
Corrientes,180210215,650,10
Corrientes,180210216,681,10
Corrientes,180210217,952,10
Corrientes,180210218,439,10
Corrientes,180210301,1222,1
Corrientes,180210302,1086,5
Corrientes,180210303,1677,4
Corrientes,180210304,2280,1
Corrientes,180210305,1616,2
Corrientes,180210306,1090,3
Corrientes,180210307,1098,1
Corrientes,180210308,1237,4
Corrientes,180210309,1315,3
Corrientes,180210310,1132,4
Corrientes,180210311,854,5
Corrientes,180210312,1117,5
Corrientes,180210313,775,4
Corrientes,180210314,1399,2
Corrientes,180210315,1359,2
Corrientes,180210316,1223,3
Corrientes,180210317,1738,4
Corrientes,180210318,726,8
Corrientes,180210319,816,8
Corrientes,180210320,942,8
Corrientes,180210321,687,8
Corrientes,180210401,1804,3
Corrientes,180210402,786,9
Corrientes,180210403,1964,7
Corrientes,180210404,1678,2
Corrientes,180210405,1067,2
Corrientes,180210406,1658,1
Corrientes,180210407,1790,1
Corrientes,180210408,980,4
Corrientes,180210409,1337,3
Corrientes,180210410,1288,2
Corrientes,180210411,1907,5
Corrientes,180210412,866,5
Corrientes,180210413,1065,5
Corrientes,180210414,1189,7
Corrientes,180210415,958,5
Corrientes,180210416,736,8
Corrientes,180210417,991,7
Corrientes,180210418,720,4
Corrientes,180210419,367,9
Corrientes,180210420,401,8
Corrientes,180210421,988,7
Corrientes,180210422,851,4
Corrientes,180210501,597,10
Corrientes,180210502,759,9
Corrientes,180210503,973,9
Corrientes,180210504,1001,8
Corrientes,180210505,623,7
Corrientes,180210506,1104,6
Corrientes,180210507,1261,6
Corrientes,180210508,687,7
Corrientes,180210509,1016,4
Corrientes,180210510,1031,7
Corrientes,180210511,1059,7
Corrientes,180210512,1361,8
Corrientes,180210513,1122,6
Corrientes,180210514,933,5
Corrientes,180210515,731,6
Corrientes,180210516,696,6
Corrientes,180210601,803,6
Corrientes,180210602,899,6
Corrientes,180210603,1092,5
Corrientes,180210604,1505,4
Corrientes,180210605,1302,6
Corrientes,180210606,2226,4
Corrientes,180210607,1020,6
Corrientes,180210608,1000,7
Corrientes,180210609,1378,7
Corrientes,180210610,1052,7
Corrientes,180210611,743,7
Corrientes,180210612,1360,7
Corrientes,180210613,1223,4
Corrientes,180210614,1453,5
Corrientes,180210615,1203,2
Corrientes,180210616,1226,3
Corrientes,180210701,1548,1
Corrientes,180210702,1097,2
Corrientes,180210703,2031,1
Corrientes,180210704,1286,6
Corrientes,180210705,1141,6
Corrientes,180210706,853,6
Corrientes,180210707,1595,6
Corrientes,180210708,2311,3
Corrientes,180210709,1356,6
Corrientes,180210710,1609,2
Corrientes,180210711,1814,1
Corrientes,180210712,1524,6
Corrientes,180210713,1264,5
Corrientes,180210714,1098,6
Corrientes,180210715,1231,1
Corrientes,180210716,891,6
Corrientes,180210801,618,8
Corrientes,180210802,1097,4
Corrientes,180210803,853,8
Corrientes,180210804,641,9
Corrientes,180210805,697,8
Corrientes,180210806,870,8
Corrientes,180210807,628,8
Corrientes,180210808,633,8
Corrientes,180210809,1414,7
Corrientes,180210810,1241,6
Corrientes,180210811,1888,6
Corrientes,180210812,835,4
Corrientes,180210813,939,2
Corrientes,180210901,621,10
Corrientes,180210902,705,9
Corrientes,180210903,811,9
Corrientes,180210904,632,9
Corrientes,180210905,1076,7
Corrientes,180210906,1406,8
Corrientes,180210907,1425,8
Corrientes,180210908,1193,9
Corrientes,180210909,791,10
Corrientes,180210910,676,10
Corrientes,180210911,562,10
Corrientes,180210912,1169,8
Corrientes,180210913,625,9
Corrientes,180210914,875,9
Corrientes,180210915,757,9
Corrientes,180211001,1068,3
Corrientes,180211002,1202,4
Corrientes,180211003,1172,3
Corrientes,180211004,1252,2
Corrientes,180211005,1025,2
Corrientes,180211006,1968,2
Corrientes,180211007,1321,3
Corrientes,180211106,1396,2
Corrientes,180211107,1338,1
Corrientes,180211108,986,2
Corrientes,180211109,1175,1
Corrientes,180211110,788,3
Corrientes,180211210,1436,1
Corrientes,180211211,1285,1
Corrientes,180211212,1376,2
Corrientes,180211501,1183,3
Corrientes,180211502,786,9
Corrientes,180211503,428,9
Corrientes,180211504,456,10
Corrientes,180211505,889,8
Corrientes,180211506,792,7
Corrientes,180211507,850,7
Corrientes,180211508,937,5
Corrientes,180211509,751,8
Corrientes,180211510,609,8
Corrientes,180211511,1475,8
Corrientes,180211512,881,7
Corrientes,180211513,896,6
Corrientes,180211514,939,7
Corrientes,180211515,766,8
Corrientes,180211516,1774,5
Corrientes,180211601,782,1
Corrientes,180211602,815,1
Corrientes,180211603,1528,4
Corrientes,180211604,1946,3
Corrientes,180211605,678,6
Corrientes,180211606,729,5
Corrientes,180211607,792,6
Corrientes,180211608,906,5
Corrientes,180211609,982,8
Corrientes,180211610,746,5
Corrientes,180211611,1008,7
Corrientes,180211612,893,5
Corrientes,180211613,1094,2
Corrientes,180211614,1058,5
Corrientes,180211615,1338,4
Corrientes,180211616,1437,3
Corrientes,180211701,934,5
Corrientes,180211702,1393,3
Corrientes,180211703,1765,1
Corrientes,180211704,1209,6
Corrientes,180211705,901,6
Corrientes,180211706,1613,5
Corrientes,180211707,806,7
Corrientes,180211708,1111,7
Corrientes,180211709,1170,4
Corrientes,180211710,1176,5
Corrientes,180211711,1071,7
Corrientes,180211712,775,7
Corrientes,180211713,1297,7
Corrientes,180211714,834,7
Corrientes,180211715,1030,6
Corrientes,180211716,840,6
Corrientes,180211717,1028,2
Corrientes,180211718,1765,3
Corrientes,180211801,1776,4
Corrientes,180211802,1175,6
Corrientes,180211803,1669,3
Corrientes,180211804,1950,1
Corrientes,180211805,1088,4
Corrientes,180211806,1091,2
Corrientes,180211807,1639,3
Corrientes,180211808,1756,3
Corrientes,180211809,2367,1
Corrientes,180211810,991,6
Corrientes,180211811,1424,3
Corrientes,180211812,2081,3
Corrientes,180211813,1738,5
Corrientes,180211901,836,8
Corrientes,180211902,1012,8
Corrientes,180211903,679,8
Corrientes,180211904,517,10
Corrientes,180211905,1329,1
Corrientes,180211906,1015,1
Corrientes,180211907,1022,1
Corrientes,180211908,1602,2
Corrientes,180211909,989,9
Corrientes,180211910,317,9
Corrientes,180211911,965,8
Corrientes,180211912,1636,7
Corrientes,180211913,814,3
Corrientes,180211914,944,3
Corrientes,180211915,1117,4
Corrientes,180211916,764,7
Corrientes,180211917,695,6
Corrientes,180211918,1118,4
Corrientes,180212001,1363,6
Corrientes,180212002,1631,4
Corrientes,180212003,1572,5
Corrientes,180212004,1184,2
Corrientes,180212005,1063,1
Corrientes,180212006,1387,5
Corrientes,180212007,1105,8
Corrientes,180212008,940,8
Corrientes,180212009,1147,7
Corrientes,180212010,1313,3
Corrientes,180212011,1691,5
Corrientes,180212012,1130,5
Corrientes,180212013,1353,4
Corrientes,180212101,1228,6
Corrientes,180212102,850,7
Corrientes,180212103,1637,2
Corrientes,180212104,1132,8
Corrientes,180212105,531,9
Corrientes,180212106,2175,1
Corrientes,180212107,1399,5
Corrientes,180212108,1613,2
Corrientes,180212109,1023,5
Corrientes,180212110,1578,4
Corrientes,180212111,1589,5
Corrientes,180212112,1763,1
Corrientes,180212201,593,5
Corrientes,180212202,1059,2
Corrientes,180212203,1520,1
Corrientes,180212204,2040,1
Corrientes,180212205,1456,1
Corrientes,180212206,1397,1
Corrientes,180212207,2172,1
Corrientes,180212208,1193,2
Corrientes,180212209,1599,2
Corrientes,180212210,1300,4
Corrientes,180212211,1601,3
Corrientes,180212212,1965,4
Corrientes,180212301,2078,1
Corrientes,180212302,1616,4
Corrientes,180212303,1699,2
Corrientes,180212304,1369,3
Corrientes,180212305,1922,3
Corrientes,180212306,1207,3
Corrientes,180212307,1618,4
Corrientes,180212308,1299,4
Corrientes,180212309,1520,3
Corrientes,180212310,1701,1
Corrientes,180212311,1710,2
Corrientes,180212312,1773,2
Corrientes,180212313,1653,3
Corrientes,180212314,516,2
Comodoro Rivadavia - Rada Tilly,260210402,225,10
Comodoro Rivadavia - Rada Tilly,260210403,261,10
Comodoro Rivadavia - Rada Tilly,260210404,907,10
Comodoro Rivadavia - Rada Tilly,260210405,853,10
Comodoro Rivadavia - Rada Tilly,260210406,962,9
Comodoro Rivadavia - Rada Tilly,260210407,1243,9
Comodoro Rivadavia - Rada Tilly,260210408,741,9
Comodoro Rivadavia - Rada Tilly,260210409,735,10
Comodoro Rivadavia - Rada Tilly,260210410,728,10
Comodoro Rivadavia - Rada Tilly,260210411,522,10
Comodoro Rivadavia - Rada Tilly,260210412,589,10
Comodoro Rivadavia - Rada Tilly,260210413,649,10
Comodoro Rivadavia - Rada Tilly,260210414,683,9
Comodoro Rivadavia - Rada Tilly,260210502,852,4
Comodoro Rivadavia - Rada Tilly,260210503,415,7
Comodoro Rivadavia - Rada Tilly,260210504,7,9
Comodoro Rivadavia - Rada Tilly,260210505,1106,4
Comodoro Rivadavia - Rada Tilly,260210506,925,5
Comodoro Rivadavia - Rada Tilly,260210507,742,4
Comodoro Rivadavia - Rada Tilly,260210508,407,6
Comodoro Rivadavia - Rada Tilly,260210509,782,7
Comodoro Rivadavia - Rada Tilly,260210510,965,5
Comodoro Rivadavia - Rada Tilly,260210511,1087,3
Comodoro Rivadavia - Rada Tilly,260210512,1218,2
Comodoro Rivadavia - Rada Tilly,260210513,1514,6
Comodoro Rivadavia - Rada Tilly,260210514,1626,6
Comodoro Rivadavia - Rada Tilly,260210515,1411,4
Comodoro Rivadavia - Rada Tilly,260210516,949,8
Comodoro Rivadavia - Rada Tilly,260210517,977,7
Comodoro Rivadavia - Rada Tilly,260210518,1115,3
Comodoro Rivadavia - Rada Tilly,260210602,597,3
Comodoro Rivadavia - Rada Tilly,260210603,321,6
Comodoro Rivadavia - Rada Tilly,260210604,958,8
Comodoro Rivadavia - Rada Tilly,260210605,1175,6
Comodoro Rivadavia - Rada Tilly,260210606,962,6
Comodoro Rivadavia - Rada Tilly,260210607,1137,6
Comodoro Rivadavia - Rada Tilly,260210608,1622,6
Comodoro Rivadavia - Rada Tilly,260210609,1352,7
Comodoro Rivadavia - Rada Tilly,260210610,1416,7
Comodoro Rivadavia - Rada Tilly,260210611,1031,6
Comodoro Rivadavia - Rada Tilly,260210612,800,5
Comodoro Rivadavia - Rada Tilly,260210613,590,5
Comodoro Rivadavia - Rada Tilly,260210614,790,8
Comodoro Rivadavia - Rada Tilly,260210615,689,9
Comodoro Rivadavia - Rada Tilly,260210702,671,5
Comodoro Rivadavia - Rada Tilly,260210703,291,4
Comodoro Rivadavia - Rada Tilly,260210704,1566,6
Comodoro Rivadavia - Rada Tilly,260210705,359,4
Comodoro Rivadavia - Rada Tilly,260210706,771,7
Comodoro Rivadavia - Rada Tilly,260210707,876,5
Comodoro Rivadavia - Rada Tilly,260210708,781,5
Comodoro Rivadavia - Rada Tilly,260210709,1235,5
Comodoro Rivadavia - Rada Tilly,260210710,1035,4
Comodoro Rivadavia - Rada Tilly,260210711,629,3
Comodoro Rivadavia - Rada Tilly,260210712,960,6
Comodoro Rivadavia - Rada Tilly,260210801,89,10
Comodoro Rivadavia - Rada Tilly,260210802,1248,9
Comodoro Rivadavia - Rada Tilly,260210803,140,7
Comodoro Rivadavia - Rada Tilly,260210804,523,9
Comodoro Rivadavia - Rada Tilly,260210805,644,9
Comodoro Rivadavia - Rada Tilly,260210806,574,10
Comodoro Rivadavia - Rada Tilly,260210807,982,8
Comodoro Rivadavia - Rada Tilly,260210808,732,7
Comodoro Rivadavia - Rada Tilly,260210809,472,10
Comodoro Rivadavia - Rada Tilly,260210810,942,9
Comodoro Rivadavia - Rada Tilly,260210811,334,9
Comodoro Rivadavia - Rada Tilly,260210812,1050,5
Comodoro Rivadavia - Rada Tilly,260210813,382,10
Comodoro Rivadavia - Rada Tilly,260210814,1266,8
Comodoro Rivadavia - Rada Tilly,260210815,1249,8
Comodoro Rivadavia - Rada Tilly,260210901,867,6
Comodoro Rivadavia - Rada Tilly,260210902,463,7
Comodoro Rivadavia - Rada Tilly,260210903,580,10
Comodoro Rivadavia - Rada Tilly,260210904,284,10
Comodoro Rivadavia - Rada Tilly,260210905,527,9
Comodoro Rivadavia - Rada Tilly,260210906,328,10
Comodoro Rivadavia - Rada Tilly,260210907,500,7
Comodoro Rivadavia - Rada Tilly,260210908,579,10
Comodoro Rivadavia - Rada Tilly,260210909,745,8
Comodoro Rivadavia - Rada Tilly,260210910,400,8
Comodoro Rivadavia - Rada Tilly,260210911,731,7
Comodoro Rivadavia - Rada Tilly,260210912,411,8
Comodoro Rivadavia - Rada Tilly,260210913,327,9
