id,n,total_ha
10593,1,0.6832219655700028
10594,2,3.255720084422454
10595,1,2.5724981188524514
10596,2,94.89730424654498
10597,3,95.58052621211498
10598,2,3.255720084422454
10599,1,0.6832219655700028
106,7,18.492730391106864
1060,2,2.520330025038426
10600,1,0.6832219655700028
10601,0,0
10602,1,0.622727576483041
10603,0,0
10604,1,0.622727576483041
10605,0,0
10606,2,13.201587760793418
10607,0,0
10608,2,1.1869432751287938
10609,2,1.1869432751287938
1061,2,2.520330025038426
10610,1,0.622727576483041
10611,0,0
10612,2,1.1869432751287938
10613,4,16.870237158328596
10614,3,16.306021459682842
10615,3,2.954762769802776
10616,1,0.5558091064192354
10617,1,0.5558091064192354
10618,1,0.5642156986457528
10619,1,0.5642156986457528
1062,3,4.696378158605309
10620,4,16.870237158328596
10621,3,16.306021459682842
10622,3,16.306021459682842
10623,3,16.306021459682842
10624,2,12.330179309267177
10625,2,12.330179309267177
10626,1,0.8964110431477428
10627,1,0.8964110431477428
10628,3,15.434613008156605
10629,1,0.5642156986457528
1063,3,4.696378158605309
10630,1,0.5558091064192354
10631,1,0.5558091064192354
10632,1,0.5558091064192354
10633,1,0.5558091064192354
10634,1,0.5558091064192354
10635,2,4.8722531935634095
10636,5,7.8932534864139745
10637,5,7.8932534864139745
10638,4,7.625744970782474
10639,2,3.902717953916639
1064,2,2.520330025038426
10640,2,3.128307225271687
10641,1,0.5558091064192354
10642,1,0.5558091064192354
10643,0,0
10644,2,3.835579392031394
10645,3,5.053246851930022
10646,3,5.053246851930022
10647,5,8.114711551647726
10648,4,6.675586026515346
10649,3,5.345366191451158
1065,3,4.696378158605309
10650,3,6.744171534856223
10651,3,6.065714413592778
10652,3,6.065714413592778
10653,3,4.269194188910629
10654,4,6.774553745877836
10655,3,5.444333910813648
10656,2,4.7354945785285905
10657,2,2.938974353846442
10658,2,2.938974353846442
10659,2,2.938974353846442
1066,1,1.2296205608780495
10660,2,2.938974353846442
10661,1,0.7088393322850578
10662,2,2.938974353846442
10663,2,2.938974353846442
10664,1,0.7088393322850578
10665,1,1.3302198350641876
10666,0,0
10667,0,0
10668,0,0
10669,1,0.7451225642060861
1067,1,1.2296205608780495
10670,0,0
10671,0,0
10672,1,0.7451225642060861
10673,1,0.7451225642060861
10674,0,0
10675,0,0
10676,0,0
10677,1,0.7451225642060861
10678,0,0
1068,1,1.2296205608780495
10680,0,0
10681,0,0
10682,0,0
10683,0,0
10684,4,6.949886087972206
10685,2,5.830066479383689
10686,0,0
10687,5,8.458386990439799
10688,5,8.428937772095484
10689,2,1.8710841869619674
1069,2,2.520330025038426
10690,5,8.458386990439799
10691,2,2.054975142015517
10692,2,2.054975142015517
10693,0,0
10694,0,0
10695,0,0
10696,0,0
10697,1,0.6493956224665046
10698,2,2.0597356860890983
10699,1,0.7550570319268852
107,4,12.201111086093192
1070,2,2.520330025038426
10700,1,0.7550570319268852
10701,0,0
10702,0,0
10703,0,0
10704,0,0
10705,1,0.7550570319268852
10706,5,3.223162117963657
10707,6,3.8006324598556382
10708,5,3.2093084709024056
10709,0,0
1071,2,2.520330025038426
10710,0,0
10711,0,0
10712,0,0
10713,3,2.6581662631832064
10714,4,6.9252589774684985
10715,0,0
10716,0,0
10717,2,1.262881997567043
10718,1,0.5782799093347043
10719,1,0.7451225642060861
1072,1,1.2296205608780495
10720,1,0.7451225642060861
10721,2,1.262881997567043
10722,2,1.262881997567043
10723,1,0.6846020882323385
10724,2,1.4181533418569714
10725,0,0
10726,1,0.8398734325222671
10727,1,0.8398734325222671
10728,1,0.6846020882323385
10729,1,0.6846020882323385
1073,1,1.2296205608780495
10730,1,0.6846020882323385
10731,0,0
10732,1,1.6215932959403843
10733,2,3.9120097193773837
10734,1,1.6215932959403843
10735,2,3.9120097193773837
10736,2,3.9120097193773837
10737,2,3.9120097193773837
10738,1,2.2904164234369992
10739,0,0
1074,1,1.2296205608780495
10740,1,2.2904164234369992
10741,1,2.2904164234369992
10742,1,2.2904164234369992
10743,1,2.2904164234369992
10744,1,2.2904164234369992
10745,0,0
10746,0,0
10747,3,98.05042662263088
10748,1,78.26587077433089
10749,1,78.26587077433089
1075,1,16.55119490479785
10750,2,79.15898158124372
10751,2,79.15898158124372
10752,1,78.26587077433089
10753,1,78.26587077433089
10754,2,78.94529811552655
10755,3,80.37916692669074
10756,2,78.94529811552655
10757,3,79.83840892243938
10758,3,79.83840892243938
10759,2,78.94529811552655
1076,1,16.55119490479785
10760,3,80.37916692669074
10761,3,81.54623899884247
10762,3,81.54623899884247
10763,3,81.54623899884247
10764,2,3.280368224511575
10765,3,83.42003445969368
10766,1,48.88642337415442
10767,3,67.24472171382628
10768,5,132.1010890753649
10769,3,53.155790959838356
1077,1,16.55119490479785
10770,2,79.69973958549508
10771,3,80.37916692669074
10772,6,134.70202995868084
10773,5,56.43615918434993
10774,4,55.75673184315427
10775,2,51.48736425747033
10776,3,69.3366593807267
10777,4,69.8456625971422
10778,2,20.450236006572286
10779,2,20.450236006572286
1078,1,16.55119490479785
10780,2,3.280368224511575
10781,2,3.280368224511575
10782,1,2.6009408833159133
10783,1,2.6009408833159133
10784,2,20.450236006572286
10785,2,7.0756772274830375
10786,3,22.29615086107459
10787,2,19.695209977758676
10788,2,19.695209977758676
10789,3,21.29825067709247
1079,0,0
10790,4,23.39715619357679
10791,3,5.547861070320418
10792,1,17.849295123256372
10793,1,0.9730958573273383
10794,4,3.9272459227078595
10795,1,0.9730958573273383
10796,2,19.45233582259016
10797,1,1.6030406993337907
10798,2,3.448955553836096
10799,3,5.547861070320418
108,3,5.9239305829975635
1080,0,0
10800,5,5.833735144392028
10801,5,5.833735144392028
10802,5,4.832024862672761
10803,6,5.590188582227752
10804,8,6.858758074918017
10805,7,6.25366105607003
10806,3,2.613266296291072
10807,4,3.830131847757194
10808,1,1.6030406993337907
10809,2,1.9596645447432237
1081,1,1.2296205608780495
10810,3,2.7178282642982143
10811,5,4.273278218693566
10812,5,6.578215774934186
10813,4,5.967735890954663
10814,3,5.129530407590891
10815,4,6.231041124251491
10816,2,4.468521161764773
10817,2,4.468521161764773
10818,2,4.468521161764773
10819,1,1.218613535108324
1082,1,1.2296205608780495
10820,1,1.6030406993337907
10821,3,3.2542777532797307
10822,4,7.343405168373789
10823,5,9.511558630014694
10824,3,7.059979746290686
10825,2,1.9596645447432237
10826,3,3.15537731636457
10827,4,6.4052849430210195
10828,5,9.172244203005835
10829,6,15.233192631276061
1083,1,16.55119490479785
10830,8,19.458320835905987
10831,5,12.59315944409364
10832,1,3.249907626656449
10833,2,1.6401968565402552
10834,8,19.29374612276608
10835,8,17.01111207880526
10836,5,11.553946021753003
10837,5,11.553946021753003
10838,4,10.820403485143009
10839,4,7.343405168373789
1084,1,16.55119490479785
10840,2,1.741961100854585
10841,1,1.1340805857772007
10842,0,0
10843,0,0
10844,1,0.7484546532601118
10845,0,0
10846,2,5.304654956549778
10847,2,5.304654956549778
10848,1,2.0989055164843218
10849,1,2.0989055164843218
1085,1,16.55119490479785
10850,2,3.944820370986627
10851,1,2.0989055164843218
10852,2,3.5444015012716292
10853,2,3.944820370986627
10854,2,2.1790385213973
10855,3,2.384779590555932
10856,3,2.384779590555932
10857,1,4.474736344167124
10858,1,4.474736344167124
10859,2,5.304654956549778
1086,1,16.55119490479785
10860,2,5.304654956549778
10861,1,4.474736344167124
10862,1,4.474736344167124
10863,3,8.419556715153751
10864,2,6.5736418606514455
10865,3,8.419556715153751
10866,2,3.944820370986627
10867,2,3.944820370986627
10868,2,7.0756772274830375
10869,2,7.0756772274830375
1087,1,16.55119490479785
10870,2,7.0756772274830375
10871,2,7.0756772274830375
10872,2,7.0756772274830375
10873,1,4.474736344167124
10874,1,4.474736344167124
10875,1,4.474736344167124
10876,1,4.474736344167124
10877,1,4.474736344167124
10878,2,7.0756772274830375
10879,3,8.921592081985343
1088,1,16.55119490479785
10880,2,6.320651198669429
10881,3,8.419556715153751
10882,1,0.8931108069128357
10883,1,0.8931108069128357
10884,1,0.8931108069128357
10885,2,5.36784715107996
10886,2,5.36784715107996
10887,2,5.36784715107996
10888,1,4.474736344167124
10889,1,4.474736344167124
1089,1,16.55119490479785
10890,1,4.474736344167124
10891,1,4.474736344167124
10892,1,4.474736344167124
10893,0,0
10894,2,89.08316949971737
10895,2,79.15898158124372
10896,1,0.8931108069128357
10897,1,0.8931108069128357
10898,1,0.8931108069128357
10899,2,79.15898158124372
109,3,5.6152765884460765
1090,1,16.55119490479785
10900,2,79.15898158124372
10901,2,79.15898158124372
10902,1,0.8931108069128357
10903,3,14.991378303788315
10904,4,18.76241094811745
10905,2,13.733754655516512
10906,2,13.733754655516512
10907,1,0.8931108069128357
10908,1,0.8931108069128357
10909,1,0.8931108069128357
1091,2,17.7808154656759
10910,1,0.8931108069128357
10911,1,0.8931108069128357
10912,1,0.8931108069128357
10913,1,0.8931108069128357
10914,1,0.8931108069128357
10915,2,5.36784715107996
10916,2,5.36784715107996
10917,2,5.36784715107996
10918,2,5.36784715107996
10919,1,4.474736344167124
1092,2,17.7808154656759
10920,1,4.474736344167124
10921,1,4.474736344167124
10922,1,4.474736344167124
10923,1,4.474736344167124
10924,2,1.5684362604538737
10925,5,14.78092960005042
10926,3,12.817412671848972
10927,5,16.89349138125078
10928,6,20.66452402557991
10929,3,3.1597367257342674
1093,2,17.7808154656759
10930,7,5.802754187020566
10931,7,5.771662368166819
10932,6,5.289276462278934
10933,7,21.33412234594044
10934,7,21.33412234594044
10935,7,20.639046655666373
10936,5,3.9303735923719127
10937,6,4.637712712859734
10938,6,4.492921550369649
10939,8,12.23960522621201
1094,2,17.7808154656759
10940,5,7.421225351371543
10941,4,18.76241094811745
10942,3,17.504787299845646
10943,2,6.687488574459171
10944,3,17.504787299845646
10945,1,0.8931108069128357
10946,0,0
10947,0,0
10948,0,0
10949,1,0.8931108069128357
1095,2,17.7808154656759
10950,1,0.8931108069128357
10951,2,1.836488063243311
10952,2,5.304654956549778
10953,2,5.304654956549778
10954,2,5.304654956549778
10955,1,3.7710326443291327
10956,1,1.9775782178629189
10957,0,0
10958,2,2.9841476687235757
10959,1,1.0065694508606569
1096,1,1.2296205608780495
10960,1,1.0065694508606569
10961,2,1.836488063243311
10962,3,3.2220201581565195
10963,2,1.836488063243311
10964,3,3.2220201581565195
10965,4,8.899730406233637
10966,2,5.420726518105861
10967,3,7.39830473596878
10968,4,7.205142865873358
10969,2,3.0998582506830803
1097,1,1.2296205608780495
10970,1,1.9775782178629189
10971,2,2.9841476687235757
10972,4,5.486611655470589
10973,3,3.50903343760767
10974,4,4.338952049990324
10975,6,8.978655199452216
10976,6,8.450783414794161
10977,4,5.0208655138430185
10978,5,6.302073339593766
10979,3,3.3995692795991896
1098,2,17.7808154656759
10980,4,5.377147497462109
10981,3,3.3995692795991896
10982,2,2.6446190099637024
10983,3,5.0089983228050174
10984,4,6.125930214638822
10985,4,5.174038809721638
10986,3,3.668520980271464
10987,4,6.032900293112779
10988,2,3.5304363063657656
10989,1,1.4454959847873077
1099,1,1.2296205608780495
10990,0,0
10991,0,0
10992,0,0
10993,1,0.8299186123826541
10994,1,0.8299186123826541
10995,2,1.836488063243311
10996,1,0.8299186123826541
10997,4,6.032900293112779
10998,4,6.032900293112779
10999,1,5.6936371170576665
11,2,2.170952860459831
110,6,12.215549888011237
1100,1,1.2296205608780495
11000,1,5.6936371170576665
11001,5,11.487430572956894
11002,2,2.424093010591809
11003,1,1.4454959847873077
11004,2,2.1790385213973
11005,2,2.424093010591809
11006,4,3.883261828537239
11007,5,4.502449730249448
11008,5,8.320266080535902
11009,4,6.874770095748594
1101,2,2.520330025038426
11010,2,8.05801642989898
11011,3,9.063337562365085
11012,4,10.041934588169585
11013,7,14.157176635524213
11014,4,6.874770095748594
11015,7,12.900543770465209
11016,4,6.874770095748594
11017,2,5.185458905258774
11018,4,6.644627723204205
11019,4,8.552246299353289
1102,2,2.520330025038426
11020,5,9.171434201065496
11021,4,11.71941079177428
11022,3,10.808528973494191
11023,4,11.71941079177428
11024,4,8.552246299353289
11025,3,5.896173069944092
11026,2,5.185458905258774
11029,1,2.3643793128413146
1103,1,1.2296205608780495
11030,3,11.10022289006207
11031,1,2.6560732294091953
11032,3,4.672620219551048
11033,4,6.947969243873118
11034,4,5.464941104458738
11035,4,6.947969243873118
11036,2,3.027732740264665
11037,3,10.549592766118481
11038,0,0
11039,1,7.521860025853815
1104,2,2.520330025038426
11040,1,7.521860025853815
11041,2,8.274243741796411
11042,2,9.943415061273205
11043,2,9.943415061273205
11044,3,18.187375120792165
11045,3,18.19704509376469
11046,5,20.014075695576285
11047,2,17.674727883492594
11048,2,17.674727883492594
11049,2,1.3307113801531174
1105,2,2.520330025038426
11050,5,7.973306288028739
11051,0,0
11052,1,1.6083173850210384
11053,2,2.4915732813068083
11054,1,0.88325589628577
11055,3,3.713441671076568
11056,4,4.8770981926524195
11057,5,6.657322219826834
11058,6,7.884332877875067
11059,4,5.012770614328579
1106,2,2.520330025038426
11060,4,5.012770614328579
11061,0,0
11062,1,8.967257122913516
11063,1,0.8935182107331231
11064,1,1.5156866235177033
11065,1,0.6989936166632746
11066,1,0.6989936166632746
11067,1,1.3015260873969645
11068,4,12.105347792912026
11069,2,1.8365645826015449
1107,2,2.520330025038426
11070,5,99.88699120523242
11071,5,99.88699120523242
11072,5,99.88699120523242
11073,2,87.2331278972444
11074,2,87.2331278972444
11075,4,98.79291692082158
11076,4,98.79291692082158
11077,0,0
11078,0,0
11079,5,6.930478144461615
1108,2,2.520330025038426
11080,3,4.539843844041391
