eph_aglome,localidade,decil_NSE,poblacion,tasa_acceso,total_ha_accesibles,m2_accesibles_per_capita
Partidos del GBA,Quilmes,8,53387,0.6952441605634331,171.48085829374767,32.120339838115584
Partidos del GBA,Quilmes,9,51495,0.7637634721817652,169.7020679186082,32.955057368406294
Partidos del GBA,Quilmes,10,35874,0.9636505547192953,135.541534755708,37.78266565080783
Partidos del GBA,San Fernando,1,5162,0.6898488957768307,6.582689869450157,12.752208193433084
Partidos del GBA,San Fernando,2,18025,0.9167822468793343,164.38281182644994,91.1971216790291
Partidos del GBA,San Fernando,3,13310,0.8688204357625845,62.45382437364194,46.9224826248249
Partidos del GBA,San Fernando,4,21347,0.7955684639527802,123.35673142818256,57.786448413445704
Partidos del GBA,San Fernando,5,20735,0.8402218471183989,45.00848457823059,21.706527406911306
Partidos del GBA,San Fernando,6,23477,0.8107509477360821,37.80308830003811,16.102180133764158
Partidos del GBA,San Fernando,7,19671,0.7803365360174876,33.81442641085833,17.189988516526018
Partidos del GBA,San Fernando,8,5678,0.6821063754843255,13.805062140310431,24.313247869514676
Partidos del GBA,San Fernando,9,13152,0.9231295620437956,24.594579090309292,18.700257824140277
Partidos del GBA,San Fernando,10,19727,0.6517970294520201,63.65470495777358,32.26780805889065
Partidos del GBA,San Isidro,1,1319,0,0,0
Partidos del GBA,San Isidro,2,5343,0.3000187160771102,0.7573914724741131,1.417539720146197
Partidos del GBA,San Isidro,3,11236,0.6741723033107867,25.40857126565713,22.61353797228296
Partidos del GBA,San Isidro,4,14539,0.06994979021940986,14.424259298471734,9.921080747280921
Partidos del GBA,San Isidro,5,11541,0.14513473702452126,41.37809937131256,35.853131766149
Partidos del GBA,San Isidro,6,18936,0.17295099281791296,4.0241891837598756,2.125152716391992
Partidos del GBA,San Isidro,7,21278,0.8427483786070119,114.93711018332814,54.01687667230385
Partidos del GBA,San Isidro,8,33934,0.6314610714917193,329.9927306244983,97.24545606898634
Partidos del GBA,San Isidro,9,44542,0.595235957074222,281.6167012496874,63.2249789523792
Partidos del GBA,San Isidro,10,130210,0.6150295676215345,480.1704337409303,36.87661729060213
Partidos del GBA,San Miguel,1,20434,0.8066457864343741,40.61768255741343,19.877499538716567
Partidos del GBA,San Miguel,2,31839,0.7650994063883916,38.38425497187996,12.055735095913805
Partidos del GBA,San Miguel,3,32921,0.7623401476261353,36.94827164639863,11.223313886698042
Partidos del GBA,San Miguel,4,36282,0.8014166804476048,44.643744452170516,12.304653671840175
Partidos del GBA,San Miguel,5,16210,0.6843306600863664,22.867365310768598,14.106949605656137
Partidos del GBA,San Miguel,6,25392,0.6516619407687461,26.56370997386626,10.461448477420548
Partidos del GBA,San Miguel,7,26940,0.4815887156644395,29.82979090445839,11.07267665347379
Partidos del GBA,San Miguel,8,32308,0.5895134332053981,39.141013663631696,12.114960277216694
Partidos del GBA,San Miguel,9,36231,0.579669343931992,62.358661217800574,17.21141045452805
Partidos del GBA,San Miguel,10,17633,0.7177451369591108,52.64298696993098,29.85481028181874
Partidos del GBA,San Vicente,1,12520,0.22068690095846646,25.559694873434797,20.415091751944725
Partidos del GBA,San Vicente,2,8265,0.20350877192982456,13.030001799164491,15.765277433955829
Partidos del GBA,San Vicente,3,11142,0.4840244121342667,35.53009342331446,31.888434233813015
Partidos del GBA,San Vicente,4,5698,0.4217269217269217,45.100774699273856,79.15193874916437
Partidos del GBA,San Vicente,5,9076,0.8920229175848391,98.49563356220506,108.52317492530307
Partidos del GBA,San Vicente,6,3310,0.9858006042296072,68.37021294357474,206.55653457273337
Partidos del GBA,San Vicente,7,4777,1,33.04815432368017,69.18181771756369
Partidos del GBA,San Vicente,8,1094,0.6096892138939671,5.071531690395029,46.35769369648107
Partidos del GBA,Tigre,1,22175,0.5292446448703495,42.21455385317225,19.03700286501567
Partidos del GBA,Tigre,2,39525,0.7397090449082859,93.35413368640855,23.61900915532158
Partidos del GBA,Tigre,3,55871,0.7532709276726746,94.9924064748272,17.00209526853416
Partidos del GBA,Tigre,4,37814,0.7434019146347913,82.68194204200908,21.865431332842093
Partidos del GBA,Tigre,5,43352,0.7289859752721904,88.98736840834816,20.526704283158367
Partidos del GBA,Tigre,6,41927,0.7044863691654543,82.71992946208638,19.72951307321926
Partidos del GBA,Tigre,7,35234,0.6960890049384117,51.95807593964096,14.746573179213534
Partidos del GBA,Tigre,8,30020,0.6746169220519653,36.72653324416199,12.234021733564953
Partidos del GBA,Tigre,9,15305,0.5904606337798105,33.41702040767712,21.834054497012165
Partidos del GBA,Tigre,10,49690,0.422559871201449,62.708436161988104,12.619930803378567
Partidos del GBA,Tres de Febrero,1,7182,1,16.010664796917716,22.292766356053626
Partidos del GBA,Tres de Febrero,2,9858,0.9610468654899574,23.677659625458737,24.01872552795571
Partidos del GBA,Tres de Febrero,3,20017,0.9438477294299845,20.958404654573346,10.470302570102087
Partidos del GBA,Tres de Febrero,4,23373,0.7106062550806486,28.752001124068297,12.301373860466477
Partidos del GBA,Tres de Febrero,5,37694,0.653286995277763,44.93433308617675,11.920818455503992
Partidos del GBA,Tres de Febrero,6,46646,0.7421000728894225,80.05750328208075,17.162779934416832
Partidos del GBA,Tres de Febrero,7,59158,0.7572095067446499,125.92510547252081,21.286234401521487
Partidos del GBA,Tres de Febrero,8,62057,0.724656364310231,116.97824934037313,18.850129613157762
Partidos del GBA,Tres de Febrero,9,56643,0.7023286195999505,129.62241781247914,22.884101797658868
Partidos del GBA,Tres de Febrero,10,17443,0.527604196525827,22.074110288338403,12.65499643888001
Partidos del GBA,Vicente López,1,1856,0,0,0
Partidos del GBA,Vicente López,2,3157,1,2.2523196596282533,7.134366992804097
Partidos del GBA,Vicente López,3,3728,1,2.0781956905423487,5.574559255746643
Partidos del GBA,Vicente López,4,1330,1,1.501546439752169,11.289822855279464
Partidos del GBA,Vicente López,5,4437,1,4.22243408060479,9.516416679298603
Partidos del GBA,Vicente López,6,2140,1,2.6931732857375406,12.584921895969815
Partidos del GBA,Vicente López,7,15036,0.9681431231710561,119.48244370239172,79.46424827240736
Partidos del GBA,Vicente López,8,24799,0.5640146780112101,102.15032678404384,41.19130883666432
Partidos del GBA,Vicente López,9,69529,0.7206201728775044,939.6692765445051,135.14781983697526
Partidos del GBA,Vicente López,10,143408,0.7073733682918666,1218.8737723941406,84.99342940380876
Partidos del GBA,Vicente López,NA,0,NaN,1.6007007970522622,Inf
Posadas,Garupá,1,1344,0,0,0
Posadas,Garupá,3,3087,0.7978620019436345,2.5647760640937136,8.308312484916469
Posadas,Garupá,4,640,0,0,0
Posadas,Garupá,5,3421,1,11.021983464003355,32.218601180951055
Posadas,Garupá,6,2572,0.4358475894245723,4.263115081084706,16.57509751588144
Posadas,Garupá,7,454,1,2.370142193703691,52.20577519171125
Posadas,Garupá,8,1347,0,0,0
Posadas,Posadas,1,28451,0.9402832940845665,74.69853949275523,26.255154297829684
Posadas,Posadas,2,29475,0.9182697201017812,91.4592580672238,31.02943445876974
Posadas,Posadas,3,27863,0.8351936259555683,37.71990709476955,13.537633095779189
Posadas,Posadas,4,31888,0.9247365780230807,84.49515739089146,26.497477857153623
Posadas,Posadas,5,32942,0.8317649201627102,137.42152913585693,41.716207011067006
Posadas,Posadas,6,29669,0.9272641477636591,120.67764067955885,40.67465727849232
Posadas,Posadas,7,29338,0.7770809189447133,92.77384654070126,31.622416845286406
Posadas,Posadas,8,25098,0.8181129970515579,159.68098103303691,63.62299029127298
Posadas,Posadas,9,23270,1,274.8443885707,118.11103935139666
Posadas,Posadas,10,15592,1,402.7352247124744,258.2960651054864
Posadas,Posadas (Expansión),1,12993,0.7401677826521973,8.45099658602348,6.504268903273672
Posadas,Posadas (Expansión),2,9803,0.43088850351933083,5.476037821895815,5.58608367019873
Posadas,Posadas (Expansión),3,5814,1,11.045507325572135,18.99812061501915
Posadas,Posadas (Expansión),4,796,0,0,0
Posadas,Posadas (Expansión),5,720,0,0,0
Posadas,Posadas (Expansión),6,720,1,0.5392731058815029,7.489904248354207
Rawson - Trelew,Playa Unión,2,246,0,0,0
Rawson - Trelew,Playa Unión,4,858,1,3.3214432600637895,38.711459907503375
Rawson - Trelew,Playa Unión,6,1026,0,0,0
Rawson - Trelew,Playa Unión,8,735,1,1.6076443021022249,21.87271159322755
Rawson - Trelew,Playa Unión,9,1897,0.6462836056931998,1.6076443021022249,8.47466685346455
Rawson - Trelew,Playa Unión,10,2013,0,0,0
Rawson - Trelew,Rawson,1,1100,0,0,0
Rawson - Trelew,Rawson,2,1184,0,0,0
Rawson - Trelew,Rawson,3,3955,0.6495575221238938,8.38892593897148,21.210937898790093
Rawson - Trelew,Rawson,4,5948,0.6007061197041023,2.9489387581387536,4.957866103125006
Rawson - Trelew,Rawson,5,5808,1,13.768043228317493,23.70530858870092
Rawson - Trelew,Rawson,6,582,0.9948453608247423,3.43181454255539,58.96588561091736
Rawson - Trelew,Rawson,7,4620,0.8082251082251082,12.308058632211713,26.640819550241805
Rawson - Trelew,Rawson,8,1419,1,6.293936253180611,44.354730466389086
Rawson - Trelew,Trelew,1,16289,0.4367978390324759,14.448020316673606,8.869801901082697
Rawson - Trelew,Trelew,2,14583,0.5884934512788864,36.35268266035812,24.928123609928083
Rawson - Trelew,Trelew,3,10502,0.8052751856789183,34.64105942532767,32.985202271308005
Rawson - Trelew,Trelew,4,6982,0.3355771985104555,15.392147599905265,22.045470638649764
Rawson - Trelew,Trelew,5,7914,0.42532221379833207,17.06088414410356,21.557852090098002
Rawson - Trelew,Trelew,6,11901,0.13377027140576422,15.308633582815371,12.863317017742519
Rawson - Trelew,Trelew,7,7651,0.4294863416546857,14.17387233656862,18.525516058774826
Rawson - Trelew,Trelew,8,8484,0.8866100895803866,52.20873459058581,61.53787669800308
Rawson - Trelew,Trelew,9,7699,0.5792960124691519,37.15865628350334,48.26426325951856
Rawson - Trelew,Trelew,10,5781,0.283169001902785,2.99665144711929,5.183621254314634
Rawson - Trelew,Trelew,NA,129,0,0,0
Rio Cuarto,Las Higueras,4,1824,1,19.6557349918155,107.76170499898848
Rio Cuarto,Las Higueras,5,1241,1,19.6557349918155,158.3862610138235
Rio Cuarto,Las Higueras,6,717,1,9.5340800511837,132.97182777104183
Rio Cuarto,Las Higueras,7,733,1,10.1216549406318,138.08533343290313
Rio Cuarto,Las Higueras,9,769,1,53.05265180243335,689.8914408638927
Rio Cuarto,Las Higueras,10,401,1,53.05265180243335,1323.008773128014
Rio Cuarto,Río Cuarto,1,21903,0.5376432452175501,8.019147078347789,3.6612094591370083
Rio Cuarto,Río Cuarto,2,18517,0.5305395042393476,164.62549707218312,88.90505863378687
Rio Cuarto,Río Cuarto,3,19436,0.4472113603622144,68.68283558219291,35.337947922511276
Rio Cuarto,Río Cuarto,4,14866,0.6328534911879456,268.2340267680655,180.43456664070058
Rio Cuarto,Río Cuarto,5,17432,0.5487035337310693,69.19923023348841,39.6966671830475
Rio Cuarto,Río Cuarto,6,15236,0.5811236545024941,71.15427537566516,46.70141465979599
Rio Cuarto,Río Cuarto,7,14950,0.6002006688963211,235.302408854678,157.39291562185818
Rio Cuarto,Río Cuarto,8,14038,0.8689984328251887,103.9848140097959,74.07380966647378
Rio Cuarto,Río Cuarto,9,10728,0.6997576435495898,202.49595588754403,188.75461958197616
Rio Cuarto,Río Cuarto,10,9904,0.8416801292407108,60.65368785711782,61.241607287073734
Rio Gallegos,Río Gallegos,1,12122,0.6051806632568884,18.050892837088018,14.89101867438378
Rio Gallegos,Río Gallegos,2,10976,0.8359147230320699,16.142467804713174,14.707058859979202
Rio Gallegos,Río Gallegos,3,11380,0.8396309314586995,18.142280391784478,15.942249904907275
Rio Gallegos,Río Gallegos,4,10211,0.4707668200959749,10.338474992846464,10.12484085089263
Rio Gallegos,Río Gallegos,5,10870,0.8361545538178473,26.57259681377117,24.445811236220027
Rio Gallegos,Río Gallegos,6,9150,0.6831693989071038,11.248691604948766,12.293652027266411
Rio Gallegos,Río Gallegos,7,8688,0.5971454880294659,8.985539079069929,10.342471315688224
Rio Gallegos,Río Gallegos,8,9054,1,45.63347497689027,50.401452371206396
Rio Gallegos,Río Gallegos,9,6812,0.7764239577216676,27.933150431759113,41.00579922454362
Rio Gallegos,Río Gallegos,10,6533,0.7293739476503903,26.727396925972602,40.911368323852145
Salta,Cerrillos,3,3235,1,1.9433492930859328,6.007262111548478
Salta,Cerrillos,4,5103,0.3766411914560063,2.6667681093022226,5.22588302822305
Salta,Cerrillos,5,2374,1,1.9433492930859328,8.185970063546474
Salta,Cerrillos,6,1084,1,1.9433492930859328,17.927576504482776
Salta,La Ciénaga y Barrio San Rafael,1,1295,1,1.7000541201151909,13.127831043360546
Salta,La Ciénaga y Barrio San Rafael,2,3022,1,3.4891845169067386,11.545944794529248
Salta,Salta,1,67277,0.6380338005559106,119.09588777292099,17.702318440614324
Salta,Salta,2,64019,0.5590527812055796,44.64975920692901,6.97445433495197
Salta,Salta,3,58590,0.5058371735791091,60.82867165776823,10.382091083421784
Salta,Salta,4,56715,0.6652561050868377,96.29831392284493,16.979337727734272
Salta,Salta,5,56910,0.6687401159725883,109.77897939560258,19.289927850220096
Salta,Salta,6,51704,0.8515008509979886,272.6538018697859,52.733599309489776
Salta,Salta,7,50145,0.8099311995213879,164.83633749919855,32.871938877096134
Salta,Salta,8,41778,0.8933649289099526,372.4695376903876,89.15446830637839
Salta,Salta,9,37792,0.9303820914479255,378.32993546912246,100.10847149373477
Salta,Salta,10,33943,0.954394131337831,335.9420729811382,98.97241639841447
Salta,Salta,NA,184,1,9.581091526297223,520.7114959944143
Salta,Vaqueros,5,857,0,0,0
Salta,Vaqueros,6,1494,0,0,0
Salta,Vaqueros,7,931,0,0,0
Salta,Vaqueros,8,1293,0,0,0
Salta,Villa Los Álamos - El Congreso - Las Tunas - Los Pinares - Los Olmos,1,3147,0,0,0
Salta,Villa Los Álamos - El Congreso - Las Tunas - Los Pinares - Los Olmos,2,2302,1,2.366988092957018,10.282311437693389
Salta,Villa Los Álamos - El Congreso - Las Tunas - Los Pinares - Los Olmos,5,1398,1,0.9780599840225419,6.996137224767825
Salta,Villa Los Álamos - El Congreso - Las Tunas - Los Pinares - Los Olmos,6,1310,1,0.9780599840225419,7.4661067482636785
San Luis - El Chorrillo,Juana Koslay,3,133,0,0,0
San Luis - El Chorrillo,Juana Koslay,5,1446,0,0,0
San Luis - El Chorrillo,Juana Koslay,6,1016,0,0,0
San Luis - El Chorrillo,Juana Koslay,7,2239,0.5216614560071461,0.8629181842166931,3.8540338732322157
San Luis - El Chorrillo,Juana Koslay,8,1874,0,0,0
San Luis - El Chorrillo,Juana Koslay,9,3400,0.415,0.8629181842166931,2.5379946594608622
San Luis - El Chorrillo,Juana Koslay,10,2359,0,0,0
San Luis - El Chorrillo,La Punta,1,16,0,0,0
San Luis - El Chorrillo,La Punta,3,726,1,3.8775184456691383,53.40934498166857
San Luis - El Chorrillo,La Punta,4,843,1,15.693433171952632,186.16172208721986
San Luis - El Chorrillo,La Punta,5,1264,0,0,0
San Luis - El Chorrillo,La Punta,6,2936,0.6154632152588556,6.655214282162488,22.66762357684771
San Luis - El Chorrillo,La Punta,7,5475,0.8032876712328767,17.39115298879894,31.764662993240073
San Luis - El Chorrillo,La Punta,8,1335,0,0,0
San Luis - El Chorrillo,La Punta,10,587,0.9659284497444633,12.553376861343533,213.85650530397842
San Luis - El Chorrillo,La Punta,NA,0,NaN,0,NaN
San Luis - El Chorrillo,San Luis,1,25211,0.8012375550355004,97.42125944799102,38.642362241874984
San Luis - El Chorrillo,San Luis,2,27058,0.8112942567817282,148.44746880193222,54.86269081304318
San Luis - El Chorrillo,San Luis,3,20270,0.8393191909225456,219.70397780408118,108.38874089989206
San Luis - El Chorrillo,San Luis,4,18806,0.9888333510581729,214.06787743936823,113.82956367083284
San Luis - El Chorrillo,San Luis,5,18615,0.9475691646521622,298.97017761523705,160.6071327505974
San Luis - El Chorrillo,San Luis,6,14517,0.8744919749259489,223.59575440383094,154.0233894081635
San Luis - El Chorrillo,San Luis,7,11419,1,260.0500595025457,227.7345297333792
San Luis - El Chorrillo,San Luis,8,13329,1,471.40696506841374,353.6701666054571
San Luis - El Chorrillo,San Luis,9,11541,0.9079802443462438,243.51307835550622,210.99824829348083
San Luis - El Chorrillo,San Luis,10,9181,0.9114475547326,48.146505663637626,52.441461348042296
San Nicolas - Villa Constitución,Barrio Arroyo del Medio,3,310,0,0,0
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,1,11560,0.29697231833910037,2.1693440329923295,1.87659518424942
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,2,15382,0.5395917305942011,10.597960934045917,6.889845880929604
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,3,12984,0.5172520024645718,15.274335386569021,11.763967488115389
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,4,15869,0.43273048081164533,30.239456883151696,19.055678923153128
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,5,10308,0.6554132712456344,27.466652234174127,26.64595676578786
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,6,11188,0.8459957096889524,32.16570195312833,28.750180508695323
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,7,15228,0.87050170738114,60.42119214320045,39.67769381612848
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,8,13386,0.8625429553264605,53.052056855884544,39.632494289469996
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,9,10283,0.986482544004668,55.33017484518609,53.8074247254557
San Nicolas - Villa Constitución,San Nicolás de los Arroyos,10,12034,1,171.41321143542555,142.44076070751666
San Nicolas - Villa Constitución,Villa Constitución,1,12200,0.8122131147540984,54.33790179438266,44.539263765887426
San Nicolas - Villa Constitución,Villa Constitución,2,2920,1,17.148842173211158,58.728911552093
San Nicolas - Villa Constitución,Villa Constitución,3,5505,1,87.0140715895327,158.06370860950537
San Nicolas - Villa Constitución,Villa Constitución,4,1833,1,32.027505177603274,174.7272513780866
San Nicolas - Villa Constitución,Villa Constitución,5,10370,0.4558341369334619,34.073030006620314,32.85730955315363
San Nicolas - Villa Constitución,Villa Constitución,6,6368,0.6813756281407035,18.64898060132224,29.285459487001006
San Nicolas - Villa Constitución,Villa Constitución,7,1717,1,32.027505177603274,186.5317715643755
San Nicolas - Villa Constitución,Villa Constitución,8,2544,0.6957547169811321,17.62753771118108,69.29063565715833
San Nicolas - Villa Constitución,Villa Constitución,9,2661,0.5456595264937993,33.78432385261701,126.96100658630968
Santa Rosa - Toay,Santa Rosa,1,13203,0.5866848443535561,80.60039864035765,61.047033735028144
Santa Rosa - Toay,Santa Rosa,2,11671,0.603461571416331,48.407108351260476,41.47640163761501
Santa Rosa - Toay,Santa Rosa,3,11693,0.7702043957923544,15.889982081154239,13.58931162332527
Santa Rosa - Toay,Santa Rosa,4,13257,0.7653315229689975,46.38924713988631,34.992266078212495
Santa Rosa - Toay,Santa Rosa,5,10209,0.7995885982956215,97.93908778370013,95.93406580830653
Santa Rosa - Toay,Santa Rosa,6,10152,0.7497044917257684,83.14543423069671,81.90054593252236
Santa Rosa - Toay,Santa Rosa,7,9665,0.9036730470770823,115.13876803602028,119.1296099700158
Santa Rosa - Toay,Santa Rosa,8,7978,0.627600902481825,103.67505881848615,129.95118929366527
Santa Rosa - Toay,Santa Rosa,9,7039,0.6884500639295354,116.83243160749569,165.9787350582408
Santa Rosa - Toay,Santa Rosa,10,7537,1,186.86642013358735,247.9320951752519
Santa Rosa - Toay,Santa Rosa,NA,0,NaN,1.706071124760539,Inf
Santa Rosa - Toay,Toay,1,2737,0.7650712458896602,3.7042308543559512,13.533908857712646
Santa Rosa - Toay,Toay,2,3119,0.7781340173132414,24.951563168445617,79.99859944996992
Santa Rosa - Toay,Toay,3,1519,1,24.862631405216774,163.67762610412623
Santa Rosa - Toay,Toay,4,1042,1,13.96301150213465,134.00202977096592
Santa Rosa - Toay,Toay,5,211,1,10.820408698606666,512.8155781330174
Santa Rosa - Toay,Toay,6,312,0,0,0
Santa Rosa - Toay,Toay,8,456,1,23.67155522457706,519.1130531705496
Santa Rosa - Toay,Toay,9,1315,1,71.01466567373117,540.0354804086021
Santa Rosa - Toay,Toay,10,421,1,23.67155522457706,562.2697202987425
Santiago del Estero - La Banda,El Zanjón,4,1226,0,0,0
Santiago del Estero - La Banda,El Zanjón,6,1064,0,0,0
Santiago del Estero - La Banda,La Banda,1,17837,0.16835790771990805,94.12962105535199,52.772114736419795
Santiago del Estero - La Banda,La Banda,2,16944,0.18012275731822475,1.9825332845157013,1.170050333165546
Santiago del Estero - La Banda,La Banda,3,15346,0.36986836960771535,4.215142284212122,2.7467367940910474
Santiago del Estero - La Banda,La Banda,4,9303,0.1672578738041492,1.1246749050706626,1.2089378749550281
Santiago del Estero - La Banda,La Banda,5,12425,0.09191146881287726,1.1246749050706626,0.9051709497550604
Santiago del Estero - La Banda,La Banda,6,7359,0.20016306563391764,0.6243702388970181,0.8484444067088166
Santiago del Estero - La Banda,La Banda,7,9432,0.6098388464800678,5.17059679229143,5.481972850181754
Santiago del Estero - La Banda,La Banda,8,7910,0.5236409608091024,4.978315690363012,6.2936987235942
Santiago del Estero - La Banda,La Banda,9,4981,0.4870507930134511,3.729575212568976,7.487603317745384
Santiago del Estero - La Banda,Santiago del Estero,1,27489,0.4889955982392957,25.85553003766574,9.405773232080374
Santiago del Estero - La Banda,Santiago del Estero,2,27450,0.42775956284153005,129.10902698957702,47.03425391241421
Santiago del Estero - La Banda,Santiago del Estero,3,25830,0.6959736740224545,160.58283528921677,62.16911935316174
Santiago del Estero - La Banda,Santiago del Estero,4,26046,0.6517699454810719,51.015700444670856,19.58676973227016
Santiago del Estero - La Banda,Santiago del Estero,5,27069,0.7686652628467989,138.66062894285008,51.22488046948542
Santiago del Estero - La Banda,Santiago del Estero,6,26888,0.7063745908955668,99.02218428630059,36.827649615553625
Santiago del Estero - La Banda,Santiago del Estero,7,23576,0.7752799457074991,58.67517278636221,24.887670845929
Santiago del Estero - La Banda,Santiago del Estero,8,22902,0.9297004628416732,76.29781574194206,33.31491386863246
Santiago del Estero - La Banda,Santiago del Estero,9,21920,0.8576642335766423,396.3703506099631,180.825889876808
Santiago del Estero - La Banda,Santiago del Estero,10,22104,0.949466159971046,1379.482669024278,624.0873457402633
Ushuaia - Rio Grande,Río Grande,1,10071,0.3837751961076358,1.5195649032816756,1.5088520537004027
Ushuaia - Rio Grande,Río Grande,2,10413,0.5569000288101412,6.519786543641356,6.261199023952133
Ushuaia - Rio Grande,Río Grande,3,6940,0.7204610951008645,7.965841646557674,11.478157992158033
Ushuaia - Rio Grande,Río Grande,4,8974,0.8748607087140629,8.546026847765525,9.523096554229468
Ushuaia - Rio Grande,Río Grande,5,6196,0.8193996126533247,8.959963922967447,14.460884317248944
Ushuaia - Rio Grande,Río Grande,6,4062,0.5359428852781881,4.44627372651794,10.94602099093535
Ushuaia - Rio Grande,Río Grande,7,9664,0.8807947019867549,15.963424622732308,16.51844435299287
Ushuaia - Rio Grande,Río Grande,8,2780,0.5496402877697841,2.764776618181239,9.945239633745464
Ushuaia - Rio Grande,Río Grande,9,6488,0.5799938347718866,4.115888170950464,6.343847365829939
Ushuaia - Rio Grande,Río Grande,10,887,1,3.6498395689139027,41.14813493702258
Ushuaia - Rio Grande,Ushuaia,1,3944,0,0,0
Ushuaia - Rio Grande,Ushuaia,2,1342,0.30327868852459017,5.699657571347058,42.47136789379328
Ushuaia - Rio Grande,Ushuaia,3,6888,0,0,0
Ushuaia - Rio Grande,Ushuaia,4,4773,0.431803896920176,11.852991838471597,24.833420989883926
Ushuaia - Rio Grande,Ushuaia,5,6694,0.4039438302957873,20.468731172439227,30.577728073557257
Ushuaia - Rio Grande,Ushuaia,6,8223,0.3178888483521829,19.030453794017856,23.1429573075737
Ushuaia - Rio Grande,Ushuaia,7,4032,0.8142361111111112,14.69756461488913,36.452293191689314
Ushuaia - Rio Grande,Ushuaia,8,8161,0.5593677245435609,32.452269455698705,39.765064888737534
Ushuaia - Rio Grande,Ushuaia,9,4445,0.8240719910011248,29.99446421237241,67.47910958913927
Ushuaia - Rio Grande,Ushuaia,10,8091,0.48584847361265604,14.860368808443276,18.366541599855736
Viedma - Carmen de Patagones,Carmen de Patagones,1,3124,0.4871959026888604,0.911196743321215,2.9167629427695743
Viedma - Carmen de Patagones,Carmen de Patagones,2,3628,1,14.268917700393516,39.3299826361453
Viedma - Carmen de Patagones,Carmen de Patagones,3,2035,1,9.997318833846588,49.126873876396004
Viedma - Carmen de Patagones,Carmen de Patagones,4,3328,1,19.566633975815844,58.793972283100494
Viedma - Carmen de Patagones,Carmen de Patagones,5,1543,1,10.471905077815045,67.86717484001973
Viedma - Carmen de Patagones,Carmen de Patagones,6,3479,1,31.995290734072444,91.96691789040658
Viedma - Carmen de Patagones,Carmen de Patagones,7,757,1,36.66840114440157,484.3910322906416
Viedma - Carmen de Patagones,Carmen de Patagones,8,1749,1,37.11179746842799,212.18866477088613
Viedma - Carmen de Patagones,Carmen de Patagones,9,855,1,8.288822258581547,96.94528957405318
Viedma - Carmen de Patagones,Carmen de Patagones,10,35,0,0,0
Viedma - Carmen de Patagones,Viedma,1,6101,1,34.77283360612593,56.99530176385171
Viedma - Carmen de Patagones,Viedma,2,5209,1,39.74767350747719,76.30576599630868
Viedma - Carmen de Patagones,Viedma,3,6055,0.8112303881090008,23.826481887851628,39.35009395186066
Viedma - Carmen de Patagones,Viedma,4,5211,1,46.52334684189879,89.27911502955054
Viedma - Carmen de Patagones,Viedma,5,7921,1,88.4681093041665,111.68805618503535
Viedma - Carmen de Patagones,Viedma,6,2856,0.9723389355742297,68.10227387261534,238.45333989010973
Viedma - Carmen de Patagones,Viedma,7,6884,1,196.72564233997574,285.77228695522336
Viedma - Carmen de Patagones,Viedma,8,4482,0.9176706827309237,145.68440928186362,325.0433049573039
Viedma - Carmen de Patagones,Viedma,9,4256,0.8890977443609023,242.93463671458034,570.8050674684689
Viedma - Carmen de Patagones,Viedma,10,3814,1,201.95312112924984,529.5047748538276
