eph_aglome,decil_NSE,poblacion,tasa_acceso,total_ha_accesibles,m2_accesibles_per_capita
Gran San Juan,7,46956,0.7137533009626033,111.58721061723789,23.764207048564163
Gran San Juan,8,41043,0.7961406329946641,114.7348662186514,27.95479526804849
Gran San Juan,9,35991,0.800811313939596,139.0960998053456,38.64746736832697
Gran San Juan,10,31697,0.8968672114080197,231.46159214536559,73.02318583631434
Gran Santa Fe,1,72617,0.4254375697150805,143.25183244262817,19.72703808235374
Gran Santa Fe,2,64638,0.48862897985705,140.9511335653213,21.806233727114282
Gran Santa Fe,3,58772,0.47774450418566666,188.60275782561845,32.09058017859159
Gran Santa Fe,4,54594,0.6332014507088691,167.9486401710966,30.763204779114297
Gran Santa Fe,5,48125,0.5993766233766233,184.1074681109695,38.256097269811846
Gran Santa Fe,6,44867,0.6074620545166827,318.68875214041947,71.0296547886909
Gran Santa Fe,7,40269,0.7201569445479152,312.9691215558322,77.71961597154939
Gran Santa Fe,8,36503,0.7802098457661014,597.958752527491,163.8108518553245
Gran Santa Fe,9,33096,0.9194464587865603,402.4018401652128,121.58624612195213
Gran Santa Fe,10,29549,0.9347524450912045,450.4105801135364,152.42836648060387
Gran Santa Fe,NA,217,1,23.171392458772647,1067.8061040909054
Gran Tucumán - Tafi Viejo,1,99915,0.2694990742130811,191.1258956721866,19.12884908894426
Gran Tucumán - Tafi Viejo,2,105119,0.4611535497864325,1023.497193423218,97.36557553089527
Gran Tucumán - Tafi Viejo,3,98467,0.41419968111143834,518.0789689962035,52.61447682941528
Gran Tucumán - Tafi Viejo,4,92168,0.51076295460463506,600.720896130963,65.1767312007381
Gran Tucumán - Tafi Viejo,5,87890,0.6291045625213335,608.1959147643917,69.1996717219697
Gran Tucumán - Tafi Viejo,6,82777,0.6718412119308503,1391.6717327538709,168.12299705882924
Gran Tucumán - Tafi Viejo,7,80897,0.7034129819399978,811.1370028958937,100.26787184888114
Gran Tucumán - Tafi Viejo,8,69285,0.8283322508479469,1821.1203361833766,262.8448201173958
Gran Tucumán - Tafi Viejo,9,60660,0.9095120342894824,2892.663251543375,476.8650266309553
Gran Tucumán - Tafi Viejo,10,51410,0.9200739155806263,3210.520831483713,624.4934509791311
Gran Tucumán - Tafi Viejo,NA,0,NaN,4.640693951999955,Inf
Jujuy - Palpalá,1,32183,0.7330578255600783,72.84843859943693,22.635689214627888
Jujuy - Palpalá,2,33837,0.8594438041197505,115.57335376190598,34.15591032358246
Jujuy - Palpalá,3,31872,0.8666227409638554,102.68077813794802,32.216609606534895
Jujuy - Palpalá,4,30047,0.9636902186574366,122.1560618236012,40.65499444989557
Jujuy - Palpalá,5,26630,0.8422080360495682,108.4325424086801,40.71819091576422
Jujuy - Palpalá,6,32723,0.8436268068331143,126.31908123392975,38.60253681934106
Jujuy - Palpalá,7,29878,0.9433362340183412,154.4279114996361,51.686160887487816
Jujuy - Palpalá,8,29678,0.9546802345171508,130.06398189694494,43.825049496915206
Jujuy - Palpalá,9,23237,0.8520893402762835,155.89446949260994,67.08889679933294
Jujuy - Palpalá,10,19258,0.6972686675667256,154.19453130345738,80.06778030089177
La Rioja,1,22769,0.5620361017172472,43.71514455349523,19.199413480387907
La Rioja,2,20526,0.730293286563383,102.17018758081225,49.77598537504251
La Rioja,3,20586,0.6520450791800253,31.67529452776136,15.386813624677625
La Rioja,4,20667,0.519620651279818,32.983786359972996,15.959639212257702
La Rioja,5,17669,0.6546493859301602,74.10108769733368,41.93847286056578
La Rioja,6,16622,0.7657321621946818,83.98741031008097,50.52786085313499
La Rioja,7,16082,0.9164904862579282,110.33565208771883,68.60816570558316
La Rioja,8,16288,0.7151277013752456,114.95877534114058,70.57881590197726
La Rioja,9,14588,0.8169043049081437,87.9590629943169,60.29549149596716
La Rioja,10,12010,0.8715237302248127,303.4233825921729,252.64228359048536
Mar del Plata - Batán,1,85446,0.7587833251410248,543.8783172378247,63.65170016593225
Mar del Plata - Batán,2,84275,0.7928448531592999,1272.4110119800805,150.98321115159663
Mar del Plata - Batán,3,72399,0.905827428555643,1292.902333255863,178.58013691568434
Mar del Plata - Batán,4,68127,0.8722386131783287,1213.4143258396023,178.1106354073425
Mar del Plata - Batán,5,59465,0.7456991507609518,2583.798493918269,434.50744032931453
Mar del Plata - Batán,6,48187,0.7961275862784568,1999.6244809148545,414.97177265960835
Mar del Plata - Batán,7,45658,0.8479346445310789,1283.5081841346187,281.1135363210431
Mar del Plata - Batán,8,43250,0.8402080924855492,739.8078803561875,171.0538451690607
Mar del Plata - Batán,9,41532,0.8242078397380334,1212.3257634513948,291.90160922936406
Mar del Plata - Batán,10,44957,0.9307560557866406,1623.3953199892776,361.09956624981146
Neuquén - Plottier,1,25552,0.5482545397620538,25.815124300233066,10.10297600979691
Neuquén - Plottier,2,33842,0.6595650375273329,36.08117781481522,10.66165646676178
Neuquén - Plottier,3,29993,0.6918614343346781,55.08905002550278,18.36730237905604
Neuquén - Plottier,4,27731,0.7681295301287367,149.82788673976268,54.029024102903854
Neuquén - Plottier,5,26414,0.6533277807223442,181.67971031248703,68.78159699874575
Neuquén - Plottier,6,26094,0.9297156434429371,274.09184377951635,105.04017926707917
Neuquén - Plottier,7,25996,0.92302661947992,268.8093491583367,103.4041195408281
Neuquén - Plottier,8,22037,0.6982347869492218,287.06892709577136,130.2667908952087
Neuquén - Plottier,9,18265,0.8569395017793594,266.1171672694338,145.69787422361557
Neuquén - Plottier,10,15732,0.8787185354691075,232.64866660111983,147.8824476233917
Neuquén - Plottier,NA,27,1,0.9175726606345502,339.8417261609445
Partidos del GBA,1,1280434,0.5594868614860274,53721.19141846051,419.55455274118395
Partidos del GBA,2,1347112,0.6074209122923706,42761.80491059624,317.4331823233424
Partidos del GBA,3,1299909,0.6369961281905118,8403.904657512348,64.64994593861839
Partidos del GBA,4,1209075,0.6491565866468167,39476.9053161086,326.5050167781866
Partidos del GBA,5,1124548,0.6485085563266307,39586.23807994046,352.0191052755459
Partidos del GBA,6,1045312,0.6635167299332639,34759.55404654809,332.528030354077
Partidos del GBA,7,948603,0.6849092823868362,14460.513256307064,152.4400961867827
Partidos del GBA,8,879952,0.6515855410295107,3220.9539144136647,36.603745595369574
Partidos del GBA,9,786789,0.6557526859170629,14555.505626646473,184.99884500986255
Partidos del GBA,10,724354,0.6196100249325606,4113.90066473265,56.794062913059776
Partidos del GBA,NA,0,NaN,2.94530010955825,Inf
Posadas,1,42788,0.8499813031691128,78.31166371305865,18.302249161694554
Posadas,2,37970,0.8240716355017119,90.66901450968899,23.879118912217276
Posadas,3,37423,0.8256687064104962,49.27304967946527,13.16651515898385
Posadas,4,31798,0.8793634819799987,80.70718991929759,25.381215774356118
Posadas,5,38023,0.8353102069799858,134.43940657417915,35.3573906777948
Posadas,6,31818,0.8865736375636433,127.80975786742634,40.1690105812516
Posadas,7,31332,0.7912677135197242,99.06456445018831,31.617695790306495
Posadas,8,26493,0.7045257237760918,113.29834107138554,42.76538748778377
Posadas,9,24060,0.9036159600997506,266.0974005338271,110.59742333076773
Posadas,10,15592,1,343.27130775226817,220.1586119498898
Rawson - Trelew,1,17389,0.4091667145896831,14.448020316643664,8.308712586487816
Rawson - Trelew,2,14829,0.5787308651965742,36.352682660127314,24.514588077501728
Rawson - Trelew,3,13988,0.6700743494423792,38.88696900118463,27.800235202448263
Rawson - Trelew,4,14084,0.5983385401874467,25.805545980751877,18.322597259835188
Rawson - Trelew,5,14277,0.5863977025985851,28.4000254283098,19.892152012544514
Rawson - Trelew,6,13495,0.22030381622823267,21.061564506606683,15.606939241650005
Rawson - Trelew,7,13087,0.5364101780392756,26.446002447899268,20.20784171154525
Rawson - Trelew,8,10638,0.8469637149840196,56.49072624672047,53.10276954946463
Rawson - Trelew,9,9596,0.5925385577323885,37.0772033411174,38.638186057854725
Rawson - Trelew,10,7794,0.21003335899409803,2.4452492960093077,3.1373483397604667
Rawson - Trelew,NA,129,0,0,0
Rio Cuarto,1,21903,0.26087750536456195,4.747213743331981,2.167380606917765
Rio Cuarto,2,17764,0.44747804548525105,144.79480276326277,81.51024699575702
Rio Cuarto,3,19316,0.38004762890867677,80.25261432302256,41.54722215936143
Rio Cuarto,4,15685,0.6520242269684412,190.84145369423388,121.67131252421667
Rio Cuarto,5,18587,0.6161833539570668,175.54473090628534,94.44489745859221
Rio Cuarto,6,16608,0.6504094412331407,94.6412843024266,56.985359045295404
Rio Cuarto,7,15874,0.5410104573516442,200.02546661965837,126.00823146003425
Rio Cuarto,8,15156,0.8786619160728424,147.39383964185143,97.25114782386609
Rio Cuarto,9,11497,0.7198399582499783,254.26259899407845,221.1556049352687
Rio Cuarto,10,10305,0.8478408539543911,112.42484367035357,109.09737377035766
Rio Gallegos,1,12122,0.4959577627454215,16.878901318102887,13.924188515181395
Rio Gallegos,2,9755,0.9405433111225013,16.236017981542645,16.643790857552688
Rio Gallegos,3,11861,0.5919399713346261,8.196805175839177,6.91072015499467
Rio Gallegos,4,9540,0.5814465408805032,12.693446780621585,13.30549977004359
Rio Gallegos,5,11183,0.6035053205758741,15.319354650069865,13.69878802653122
Rio Gallegos,6,10248,0.21965261514441842,5.265162986143119,5.137746863917954
Rio Gallegos,7,8688,0.35520257826887663,4.247346626198105,4.888750720762092
Rio Gallegos,8,9054,0.3468080406450188,9.157800439845584,10.114645946372415
Rio Gallegos,9,6812,0.48590722254844393,6.901181969591184,10.130918921889581
Rio Gallegos,10,6533,0.7293739476503903,19.317106248219382,29.5685079568642
Salta,1,71719,0.5658193784073955,111.04110653112754,15.482801842068007
Salta,2,69343,0.5167500685000649,43.79041873522806,6.315045316070557
Salta,3,61825,0.531694298422968,59.14278851682428,9.5661606982328
Salta,4,61818,0.5659678410818856,89.95300168401288,14.551263658483432
Salta,5,61539,0.6217520596694779,103.88182706423774,16.8806491922582
Salta,6,55592,0.7764606418189668,254.42294633527723,45.76610777365039
Salta,7,51076,0.7951679849635837,148.02883451532114,28.98207269859056
Salta,8,43071,0.8665459357804556,322.8458549401245,74.95666572406597
Salta,9,37792,0.9303820914479255,328.6921875560757,86.9740123719506
Salta,10,33943,0.9431105087941549,214.0239566302396,63.05393059842666
Salta,NA,184,1,9.581091526269482,520.7114959929066
San Luis - El Chorrillo,1,25227,0.8007293772545289,96.81347811606895,38.37692873352715
San Luis - El Chorrillo,2,26240,0.8054115853658537,136.84066418214604,52.14964336209834
San Luis - El Chorrillo,3,20139,0.8316698942350663,229.71658207348574,114.06553556456912
San Luis - El Chorrillo,4,20261,0.9658950693450471,236.38038585627714,116.66767970794983
San Luis - El Chorrillo,5,21383,0.8276200720198288,323.5566012554104,151.31487689071244
San Luis - El Chorrillo,6,18756,0.7884943484751546,234.68496140505823,125.12527266211252
San Luis - El Chorrillo,7,19984,0.8487289831865492,266.94558216089996,133.57965480429343
San Luis - El Chorrillo,8,16538,0.8059620268472608,477.48224887000947,288.7182542447753
San Luis - El Chorrillo,9,14941,0.7957968007496151,243.43057442900044,162.92789935680372
San Luis - El Chorrillo,10,12127,0.736785684835491,59.58965831826841,49.13800471531987
San Luis - El Chorrillo,NA,0,NaN,0,NaN
San Nicolas - Villa Constitución,1,23760,0.45054713804713803,373.64024186767494,157.25599405205176
San Nicolas - Villa Constitución,2,18302,0.6290569336684515,345.39052059251566,188.717364546233
San Nicolas - Villa Constitución,3,18799,0.6142347997233896,721.4500617321586,383.7704461578587
San Nicolas - Villa Constitución,4,17702,0.4980793130719693,696.3444761570186,393.3705096356449
San Nicolas - Villa Constitución,5,20000,0.5392,347.74087867416404,173.87043933708202
San Nicolas - Villa Constitución,6,17397,0.644306489624648,714.2079254650415,410.53510689489076
San Nicolas - Villa Constitución,7,16866,0.8298944622317088,390.1588107711806,231.32859644917622
San Nicolas - Villa Constitución,8,15979,0.8364102885036611,387.7457417477393,242.6595792901554
San Nicolas - Villa Constitución,9,13811,0.912461081746434,393.76420740679157,285.1091212850565
San Nicolas - Villa Constitución,10,12034,1,501.63071239534554,416.8445341493648
Santa Rosa - Toay,1,15940,0.6576537013801756,192.61447720565178,120.83718770743525
Santa Rosa - Toay,2,13719,0.7766601064217509,206.065119936019,150.2041839317873
Santa Rosa - Toay,3,14175,0.7425044091710759,152.83488702563577,107.82002612037796
Santa Rosa - Toay,4,12979,0.8455967331843748,192.8582952820405,148.59256898223322
Santa Rosa - Toay,5,10844,0.8113242345997786,195.4261337196581,180.21591084439146
Santa Rosa - Toay,6,11468,0.8024066968957098,161.82554387336376,141.11051959658508
Santa Rosa - Toay,7,9665,1,155.8256227728765,161.22671781984118
Santa Rosa - Toay,8,8434,0.8854635997154375,144.91202215391914,171.81885481849554
Santa Rosa - Toay,9,8354,1,330.102277580568,395.1427790047498
Santa Rosa - Toay,10,7958,1,233.84373074482426,293.8473620819606
Santa Rosa - Toay,NA,0,NaN,1.7060711247602245,Inf
Santiago del Estero - La Banda,1,45326,0.3255747253232141,119.51745770682967,26.368410560567817
Santiago del Estero - La Banda,2,42378,0.30315257916843646,129.95530611716848,30.665747821314945
Santiago del Estero - La Banda,3,42462,0.450402713013989,160.89055011548578,37.890478572720504
Santiago del Estero - La Banda,4,35969,0.43481887180627765,50.17597034973688,13.949781853745414
Santiago del Estero - La Banda,5,39345,0.5627906976744186,139.05392216200664,35.34220921642054
Santiago del Estero - La Banda,6,36796,0.5562017610609848,100.35093318717304,27.27223969648142
Santiago del Estero - La Banda,7,33008,0.6958313136209404,58.94742080886697,17.858525451062462
Santiago del Estero - La Banda,8,30812,0.8254576139166558,82.64882057450755,26.823581907863026
Santiago del Estero - La Banda,9,26901,0.7890412995799413,392.1513499075809,145.77575179643168
Santiago del Estero - La Banda,10,22104,0.949466159971046,1368.4608029647986,619.1009785399922
Ushuaia - Rio Grande,1,14015,0.27577595433464147,1.5195649032378102,1.0842418146541637
Ushuaia - Rio Grande,2,11348,0.40844201621431087,5.7452810558701985,5.062813760900774
Ushuaia - Rio Grande,3,13081,0.28942741380628395,4.965662787150428,3.79608805683849
Ushuaia - Rio Grande,4,12792,0.526031894934334,5.361417231212964,4.191226728590497
Ushuaia - Rio Grande,5,12827,0.4591876510485694,19.589191612965386,15.271841906108511
Ushuaia - Rio Grande,6,13287,0.3321291487920524,9.222052474436722,6.940658142874029
Ushuaia - Rio Grande,7,13972,0.6053535642714,23.169928415127686,16.583115098144635
Ushuaia - Rio Grande,8,10842,0.4651355838406198,23.225423920223825,21.42171547705573
Ushuaia - Rio Grande,9,11926,0.632483649169881,32.09763357786413,26.913997633627478
Ushuaia - Rio Grande,10,8978,0.5366451325462241,16.728019856942357,18.632234191292447
Viedma - Carmen de Patagones,1,9225,0.8263414634146341,33.35265633726154,36.15464101600167
Viedma - Carmen de Patagones,2,8837,1,47.967110401949476,54.27985787252402
Viedma - Carmen de Patagones,3,8090,0.8587144622991347,31.073996836558134,38.41037927881104
Viedma - Carmen de Patagones,4,8539,1,60.73667794621524,71.12856065840876
Viedma - Carmen de Patagones,5,9464,1,96.4848976097142,101.94938462564899
Viedma - Carmen de Patagones,6,6335,0.9875295974743489,105.80470621942081,167.01611084360036
Viedma - Carmen de Patagones,7,7641,1,247.3333963232991,323.692443820572
Viedma - Carmen de Patagones,8,6231,0.940779971112181,195.48490665217764,313.7295885928064
Viedma - Carmen de Patagones,9,5111,0.9076501663079632,281.6703472804825,551.1061382909068
Viedma - Carmen de Patagones,10,3849,0.9909067290205248,219.67759177717315,570.7393914709617
